cell_id	quantity	value	source
c0095	posthoc_mezzo__alto_p	0.018119680460099603	praat
c0096	h	19.332946859903387	praat
c0096	df	2	praat
c0096	p	6.337295087229394e-05	praat
c0096	epsilon_squared	0.43938515590689514	praat
c0096	n	45	praat
c0097	h	19.332946859903387	praat
c0097	df	2	praat
c0097	p	6.337295087229394e-05	praat
c0097	epsilon_squared	0.43938515590689514	praat
c0097	n	45	praat
c0097	posthoc_alto__mezzo_padj	0.05435904138029881	praat
c0097	posthoc_alto__mezzo_z	-2.3631633593135146	praat
c0097	posthoc_alto__mezzo_rank_biserial	-0.5466666666666666	praat
c0097	posthoc_alto__mezzo_p	0.018119680460099603	praat
c0097	posthoc_alto__soprano_padj	3.3584903352032604e-05	praat
c0097	posthoc_alto__soprano_z	-4.3927036561357085	praat
c0097	posthoc_alto__soprano_rank_biserial	-0.8933333333333333	praat
c0097	posthoc_alto__soprano_p	1.1194967784010869e-05	praat
c0097	posthoc_mezzo__soprano_padj	0.12720986673501603	praat
c0097	posthoc_mezzo__soprano_z	-2.029540296822194	praat
c0097	posthoc_mezzo__soprano_rank_biserial	-0.47555555555555556	praat
c0097	posthoc_mezzo__soprano_p	0.042403288911672006	praat
c0098	h	19.332946859903387	praat
c0098	df	2	praat
c0098	p	6.337295087229394e-05	praat
c0098	epsilon_squared	0.43938515590689514	praat
c0098	n	45	praat
c0098	posthoc_alto__mezzo_padj	0.03623936092019921	praat
c0098	posthoc_alto__mezzo_z	-2.3631633593135146	praat
c0098	posthoc_alto__mezzo_rank_biserial	-0.5466666666666666	praat
c0098	posthoc_alto__mezzo_p	0.018119680460099603	praat
c0098	posthoc_alto__soprano_padj	3.3584903352032604e-05	praat
c0098	posthoc_alto__soprano_z	-4.3927036561357085	praat
c0098	posthoc_alto__soprano_rank_biserial	-0.8933333333333333	praat
c0098	posthoc_alto__soprano_p	1.1194967784010869e-05	praat
c0098	posthoc_mezzo__soprano_padj	0.042403288911672006	praat
c0098	posthoc_mezzo__soprano_z	-2.029540296822194	praat
c0098	posthoc_mezzo__soprano_rank_biserial	-0.47555555555555556	praat
c0098	posthoc_mezzo__soprano_p	0.042403288911672006	praat
c0099	h	19.332946859903387	praat
c0099	df	2	praat
c0099	p	6.337295087229394e-05	praat
c0099	epsilon_squared	0.43938515590689514	praat
c0099	n	45	praat
c0099	posthoc_alto__mezzo_padj	0.027179520690149405	praat
c0099	posthoc_alto__mezzo_z	-2.3631633593135146	praat
c0099	posthoc_alto__mezzo_rank_biserial	-0.5466666666666666	praat
c0099	posthoc_alto__mezzo_p	0.018119680460099603	praat
c0099	posthoc_alto__soprano_padj	3.3584903352032604e-05	praat
c0099	posthoc_alto__soprano_z	-4.3927036561357085	praat
c0099	posthoc_alto__soprano_rank_biserial	-0.8933333333333333	praat
c0099	posthoc_alto__soprano_p	1.1194967784010869e-05	praat
c0099	posthoc_mezzo__soprano_padj	0.042403288911672006	praat
c0099	posthoc_mezzo__soprano_z	-2.029540296822194	praat
c0099	posthoc_mezzo__soprano_rank_biserial	-0.47555555555555556	praat
c0099	posthoc_mezzo__soprano_p	0.042403288911672006	praat
c0100	h	9.908405797101466	praat
c0100	df	2	praat
c0100	p	0.007053700554304141	praat
c0100	epsilon_squared	0.22519104084321515	praat
c0100	n	45	praat
c0101	h	9.908405797101466	praat
c0101	df	2	praat
c0101	p	0.007053700554304141	praat
c0101	epsilon_squared	0.22519104084321515	praat
c0101	n	45	praat
c0101	posthoc_soprano__mezzo_padj	1	praat
c0101	posthoc_soprano__mezzo_z	0.33362306249131923	praat
c0101	posthoc_soprano__mezzo_rank_biserial	0.04888888888888889	praat
c0101	posthoc_soprano__mezzo_p	0.7386640130762098	praat
c0101	posthoc_soprano__alto_padj	0.012025238700269229	praat
c0101	posthoc_soprano__alto_z	2.877498913987632	praat
c0101	posthoc_soprano__alto_rank_biserial	0.6355555555555555	praat
c0101	posthoc_soprano__alto_p	0.004008412900089743	praat
c0101	posthoc_mezzo__alto_padj	0.03288901252094425	praat
c0101	posthoc_mezzo__alto_z	2.5438758514963125	praat
c0101	posthoc_mezzo__alto_rank_biserial	0.52	praat
c0101	posthoc_mezzo__alto_p	0.010963004173648082	praat
c0102	h	9.908405797101466	praat
c0102	df	2	praat
c0102	p	0.007053700554304141	praat
c0102	epsilon_squared	0.22519104084321515	praat
c0102	n	45	praat
c0102	posthoc_soprano__mezzo_padj	0.7386640130762098	praat
c0102	posthoc_soprano__mezzo_z	0.33362306249131923	praat
c0102	posthoc_soprano__mezzo_rank_biserial	0.04888888888888889	praat
c0102	posthoc_soprano__mezzo_p	0.7386640130762098	praat
c0102	posthoc_soprano__alto_padj	0.012025238700269229	praat
c0102	posthoc_soprano__alto_z	2.877498913987632	praat
c0102	posthoc_soprano__alto_rank_biserial	0.6355555555555555	praat
c0102	posthoc_soprano__alto_p	0.004008412900089743	praat
c0102	posthoc_mezzo__alto_padj	0.021926008347296164	praat
c0102	posthoc_mezzo__alto_z	2.5438758514963125	praat
c0102	posthoc_mezzo__alto_rank_biserial	0.52	praat
c0102	posthoc_mezzo__alto_p	0.010963004173648082	praat
c0103	h	9.908405797101466	praat
c0103	df	2	praat
c0103	p	0.007053700554304141	praat
c0103	epsilon_squared	0.22519104084321515	praat
c0103	n	45	praat
c0103	posthoc_soprano__mezzo_padj	0.7386640130762098	praat
c0103	posthoc_soprano__mezzo_z	0.33362306249131923	praat
c0103	posthoc_soprano__mezzo_rank_biserial	0.04888888888888889	praat
c0103	posthoc_soprano__mezzo_p	0.7386640130762098	praat
c0103	posthoc_soprano__alto_padj	0.012025238700269229	praat
c0103	posthoc_soprano__alto_z	2.877498913987632	praat
c0103	posthoc_soprano__alto_rank_biserial	0.6355555555555555	praat
c0103	posthoc_soprano__alto_p	0.004008412900089743	praat
c0103	posthoc_mezzo__alto_padj	0.016444506260472124	praat
c0103	posthoc_mezzo__alto_z	2.5438758514963125	praat
c0103	posthoc_mezzo__alto_rank_biserial	0.52	praat
c0103	posthoc_mezzo__alto_p	0.010963004173648082	praat
c0104	h	9.908405797101437	praat
c0104	df	2	praat
c0104	p	0.0070537005543042436	praat
c0104	epsilon_squared	0.22519104084321448	praat
c0104	n	45	praat
c0105	h	9.908405797101437	praat
c0105	df	2	praat
c0105	p	0.0070537005543042436	praat
c0105	epsilon_squared	0.22519104084321448	praat
c0105	n	45	praat
c0105	posthoc_alto__mezzo_padj	0.03288901252094425	praat
c0105	posthoc_alto__mezzo_z	-2.5438758514963125	praat
c0105	posthoc_alto__mezzo_rank_biserial	-0.52	praat
c0105	posthoc_alto__mezzo_p	0.010963004173648082	praat
c0105	posthoc_alto__soprano_padj	0.012025238700269229	praat
c0105	posthoc_alto__soprano_z	-2.877498913987632	praat
c0105	posthoc_alto__soprano_rank_biserial	-0.6355555555555555	praat
c0105	posthoc_alto__soprano_p	0.004008412900089743	praat
c0105	posthoc_mezzo__soprano_padj	1	praat
c0105	posthoc_mezzo__soprano_z	-0.33362306249131923	praat
c0105	posthoc_mezzo__soprano_rank_biserial	-0.04888888888888889	praat
c0105	posthoc_mezzo__soprano_p	0.7386640130762098	praat
c0106	h	9.908405797101437	praat
c0106	df	2	praat
c0106	p	0.0070537005543042436	praat
c0106	epsilon_squared	0.22519104084321448	praat
c0106	n	45	praat
c0106	posthoc_alto__mezzo_padj	0.021926008347296164	praat
c0106	posthoc_alto__mezzo_z	-2.5438758514963125	praat
c0106	posthoc_alto__mezzo_rank_biserial	-0.52	praat
c0106	posthoc_alto__mezzo_p	0.010963004173648082	praat
c0106	posthoc_alto__soprano_padj	0.012025238700269229	praat
c0106	posthoc_alto__soprano_z	-2.877498913987632	praat
c0106	posthoc_alto__soprano_rank_biserial	-0.6355555555555555	praat
c0106	posthoc_alto__soprano_p	0.004008412900089743	praat
c0106	posthoc_mezzo__soprano_padj	0.7386640130762098	praat
c0106	posthoc_mezzo__soprano_z	-0.33362306249131923	praat
c0106	posthoc_mezzo__soprano_rank_biserial	-0.04888888888888889	praat
c0106	posthoc_mezzo__soprano_p	0.7386640130762098	praat
c0107	h	9.908405797101437	praat
c0107	df	2	praat
c0107	p	0.0070537005543042436	praat
c0107	epsilon_squared	0.22519104084321448	praat
c0107	n	45	praat
c0107	posthoc_alto__mezzo_padj	0.016444506260472124	praat
c0107	posthoc_alto__mezzo_z	-2.5438758514963125	praat
c0107	posthoc_alto__mezzo_rank_biserial	-0.52	praat
c0107	posthoc_alto__mezzo_p	0.010963004173648082	praat
c0107	posthoc_alto__soprano_padj	0.012025238700269229	praat
c0107	posthoc_alto__soprano_z	-2.877498913987632	praat
c0107	posthoc_alto__soprano_rank_biserial	-0.6355555555555555	praat
c0107	posthoc_alto__soprano_p	0.004008412900089743	praat
c0107	posthoc_mezzo__soprano_padj	0.7386640130762098	praat
c0107	posthoc_mezzo__soprano_z	-0.33362306249131923	praat
c0107	posthoc_mezzo__soprano_rank_biserial	-0.04888888888888889	praat
c0107	posthoc_mezzo__soprano_p	0.7386640130762098	praat
c0108	h	18.617971014492753	praat
c0108	df	2	praat
c0108	p	9.060641812012781e-05	praat
c0108	epsilon_squared	0.42313570487483526	praat
c0108	n	45	praat
c0109	h	18.617971014492753	praat
c0109	df	2	praat
c0109	p	9.060641812012781e-05	praat
c0109	epsilon_squared	0.42313570487483526	praat
c0109	n	45	praat
c0109	posthoc_soprano__mezzo_padj	0.006996430363924881	praat
c0109	posthoc_soprano__mezzo_z	3.0443104452332914	praat
c0109	posthoc_soprano__mezzo_rank_biserial	0.6622222222222223	praat
c0109	posthoc_soprano__mezzo_p	0.002332143454641627	praat
c0109	posthoc_soprano__alto_padj	9.126436964201621e-05	praat
c0109	posthoc_soprano__alto_z	4.170288281141495	praat
c0109	posthoc_soprano__alto_rank_biserial	0.8755555555555555	praat
c0109	posthoc_soprano__alto_p	3.0421456547338738e-05	praat
c0109	posthoc_mezzo__alto_padj	0.7805247029506444	praat
c0109	posthoc_mezzo__alto_z	1.125977835908204	praat
c0109	posthoc_mezzo__alto_rank_biserial	0.25333333333333335	praat
c0109	posthoc_mezzo__alto_p	0.2601749009835481	praat
c0110	h	18.617971014492753	praat
c0110	df	2	praat
c0110	p	9.060641812012781e-05	praat
c0110	epsilon_squared	0.42313570487483526	praat
c0110	n	45	praat
c0110	posthoc_soprano__mezzo_padj	0.004664286909283254	praat
c0110	posthoc_soprano__mezzo_z	3.0443104452332914	praat
c0110	posthoc_soprano__mezzo_rank_biserial	0.6622222222222223	praat
c0110	posthoc_soprano__mezzo_p	0.002332143454641627	praat
c0110	posthoc_soprano__alto_padj	9.126436964201621e-05	praat
c0110	posthoc_soprano__alto_z	4.170288281141495	praat
c0110	posthoc_soprano__alto_rank_biserial	0.8755555555555555	praat
c0110	posthoc_soprano__alto_p	3.0421456547338738e-05	praat
c0110	posthoc_mezzo__alto_padj	0.2601749009835481	praat
c0110	posthoc_mezzo__alto_z	1.125977835908204	praat
c0110	posthoc_mezzo__alto_rank_biserial	0.25333333333333335	praat
c0110	posthoc_mezzo__alto_p	0.2601749009835481	praat
c0111	h	18.617971014492753	praat
c0111	df	2	praat
c0111	p	9.060641812012781e-05	praat
c0111	epsilon_squared	0.42313570487483526	praat
c0111	n	45	praat
c0111	posthoc_soprano__mezzo_padj	0.0034982151819624406	praat
c0111	posthoc_soprano__mezzo_z	3.0443104452332914	praat
c0111	posthoc_soprano__mezzo_rank_biserial	0.6622222222222223	praat
c0111	posthoc_soprano__mezzo_p	0.002332143454641627	praat
c0111	posthoc_soprano__alto_padj	9.126436964201621e-05	praat
c0111	posthoc_soprano__alto_z	4.170288281141495	praat
c0111	posthoc_soprano__alto_rank_biserial	0.8755555555555555	praat
c0111	posthoc_soprano__alto_p	3.0421456547338738e-05	praat
c0111	posthoc_mezzo__alto_padj	0.2601749009835481	praat
c0111	posthoc_mezzo__alto_z	1.125977835908204	praat
c0111	posthoc_mezzo__alto_rank_biserial	0.25333333333333335	praat
c0111	posthoc_mezzo__alto_p	0.2601749009835481	praat
c0112	h	18.617971014492753	praat
c0112	df	2	praat
c0112	p	9.060641812012781e-05	praat
c0112	epsilon_squared	0.42313570487483526	praat
c0112	n	45	praat
c0113	h	18.617971014492753	praat
c0113	df	2	praat
c0113	p	9.060641812012781e-05	praat
c0113	epsilon_squared	0.42313570487483526	praat
c0113	n	45	praat
c0113	posthoc_alto__mezzo_padj	0.7805247029506444	praat
c0113	posthoc_alto__mezzo_z	-1.125977835908204	praat
c0113	posthoc_alto__mezzo_rank_biserial	-0.25333333333333335	praat
c0113	posthoc_alto__mezzo_p	0.2601749009835481	praat
c0113	posthoc_alto__soprano_padj	9.126436964201621e-05	praat
c0113	posthoc_alto__soprano_z	-4.170288281141495	praat
c0113	posthoc_alto__soprano_rank_biserial	-0.8755555555555555	praat
c0113	posthoc_alto__soprano_p	3.0421456547338738e-05	praat
c0113	posthoc_mezzo__soprano_padj	0.006996430363924881	praat
c0113	posthoc_mezzo__soprano_z	-3.0443104452332914	praat
c0113	posthoc_mezzo__soprano_rank_biserial	-0.6622222222222223	praat
c0113	posthoc_mezzo__soprano_p	0.002332143454641627	praat
c0114	h	18.617971014492753	praat
c0114	df	2	praat
c0114	p	9.060641812012781e-05	praat
c0114	epsilon_squared	0.42313570487483526	praat
c0114	n	45	praat
c0114	posthoc_alto__mezzo_padj	0.2601749009835481	praat
c0114	posthoc_alto__mezzo_z	-1.125977835908204	praat
c0114	posthoc_alto__mezzo_rank_biserial	-0.25333333333333335	praat
c0114	posthoc_alto__mezzo_p	0.2601749009835481	praat
c0114	posthoc_alto__soprano_padj	9.126436964201621e-05	praat
c0114	posthoc_alto__soprano_z	-4.170288281141495	praat
c0114	posthoc_alto__soprano_rank_biserial	-0.8755555555555555	praat
c0114	posthoc_alto__soprano_p	3.0421456547338738e-05	praat
c0114	posthoc_mezzo__soprano_padj	0.004664286909283254	praat
c0114	posthoc_mezzo__soprano_z	-3.0443104452332914	praat
c0114	posthoc_mezzo__soprano_rank_biserial	-0.6622222222222223	praat
c0114	posthoc_mezzo__soprano_p	0.002332143454641627	praat
c0115	h	18.617971014492753	praat
c0115	df	2	praat
c0115	p	9.060641812012781e-05	praat
c0115	epsilon_squared	0.42313570487483526	praat
c0115	n	45	praat
c0115	posthoc_alto__mezzo_padj	0.2601749009835481	praat
c0115	posthoc_alto__mezzo_z	-1.125977835908204	praat
c0115	posthoc_alto__mezzo_rank_biserial	-0.25333333333333335	praat
c0115	posthoc_alto__mezzo_p	0.2601749009835481	praat
c0115	posthoc_alto__soprano_padj	9.126436964201621e-05	praat
c0115	posthoc_alto__soprano_z	-4.170288281141495	praat
c0115	posthoc_alto__soprano_rank_biserial	-0.8755555555555555	praat
c0115	posthoc_alto__soprano_p	3.0421456547338738e-05	praat
c0115	posthoc_mezzo__soprano_padj	0.0034982151819624406	praat
c0115	posthoc_mezzo__soprano_z	-3.0443104452332914	praat
c0115	posthoc_mezzo__soprano_rank_biserial	-0.6622222222222223	praat
c0115	posthoc_mezzo__soprano_p	0.002332143454641627	praat
c0116	h	3.088695652173925	praat
c0116	df	2	praat
c0116	p	0.21345103303458712	praat
c0116	epsilon_squared	0.07019762845849829	praat
c0116	n	45	praat
c0117	h	3.088695652173925	praat
c0117	df	2	praat
c0117	p	0.21345103303458712	praat
c0117	epsilon_squared	0.07019762845849829	praat
c0117	n	45	praat
c0117	posthoc_soprano__mezzo_padj	1	praat
c0117	posthoc_soprano__mezzo_z	0.7506518906054696	praat
c0117	posthoc_soprano__mezzo_rank_biserial	0.16444444444444445	praat
c0117	posthoc_soprano__mezzo_p	0.45286218341877005	praat
c0117	posthoc_soprano__alto_padj	0.23956858132054923	praat
c0117	posthoc_soprano__alto_z	1.751521078079428	praat
c0117	posthoc_soprano__alto_rank_biserial	0.3688888888888889	praat
c0117	posthoc_soprano__alto_p	0.07985619377351641	praat
c0117	posthoc_mezzo__alto_padj	0.9506701644688852	praat
c0117	posthoc_mezzo__alto_z	1.0008691874739584	praat
c0117	posthoc_mezzo__alto_rank_biserial	0.21777777777777776	praat
c0117	posthoc_mezzo__alto_p	0.31689005482296173	praat
c0118	h	3.088695652173925	praat
c0118	df	2	praat
c0118	p	0.21345103303458712	praat
c0118	epsilon_squared	0.07019762845849829	praat
c0118	n	45	praat
c0118	posthoc_soprano__mezzo_padj	0.6337801096459235	praat
c0118	posthoc_soprano__mezzo_z	0.7506518906054696	praat
c0118	posthoc_soprano__mezzo_rank_biserial	0.16444444444444445	praat
c0118	posthoc_soprano__mezzo_p	0.45286218341877005	praat
c0118	posthoc_soprano__alto_padj	0.23956858132054923	praat
c0118	posthoc_soprano__alto_z	1.751521078079428	praat
c0118	posthoc_soprano__alto_rank_biserial	0.3688888888888889	praat
c0118	posthoc_soprano__alto_p	0.07985619377351641	praat
c0118	posthoc_mezzo__alto_padj	0.6337801096459235	praat
c0118	posthoc_mezzo__alto_z	1.0008691874739584	praat
c0118	posthoc_mezzo__alto_rank_biserial	0.21777777777777776	praat
c0118	posthoc_mezzo__alto_p	0.31689005482296173	praat
c0119	h	3.088695652173925	praat
c0119	df	2	praat
c0119	p	0.21345103303458712	praat
c0119	epsilon_squared	0.07019762845849829	praat
c0119	n	45	praat
c0119	posthoc_soprano__mezzo_padj	0.45286218341877005	praat
c0119	posthoc_soprano__mezzo_z	0.7506518906054696	praat
c0119	posthoc_soprano__mezzo_rank_biserial	0.16444444444444445	praat
c0119	posthoc_soprano__mezzo_p	0.45286218341877005	praat
c0119	posthoc_soprano__alto_padj	0.23956858132054923	praat
c0119	posthoc_soprano__alto_z	1.751521078079428	praat
c0119	posthoc_soprano__alto_rank_biserial	0.3688888888888889	praat
c0119	posthoc_soprano__alto_p	0.07985619377351641	praat
c0119	posthoc_mezzo__alto_padj	0.45286218341877005	praat
c0119	posthoc_mezzo__alto_z	1.0008691874739584	praat
c0119	posthoc_mezzo__alto_rank_biserial	0.21777777777777776	praat
c0119	posthoc_mezzo__alto_p	0.31689005482296173	praat
c0120	h	3.0886956521738966	praat
c0120	df	2	praat
c0120	p	0.2134510330345902	praat
c0120	epsilon_squared	0.07019762845849765	praat
c0120	n	45	praat
c0121	h	3.0886956521738966	praat
c0121	df	2	praat
c0121	p	0.2134510330345902	praat
c0121	epsilon_squared	0.07019762845849765	praat
c0121	n	45	praat
c0121	posthoc_alto__mezzo_padj	0.9506701644688852	praat
c0121	posthoc_alto__mezzo_z	-1.0008691874739584	praat
c0121	posthoc_alto__mezzo_rank_biserial	-0.21777777777777776	praat
c0121	posthoc_alto__mezzo_p	0.31689005482296173	praat
c0121	posthoc_alto__soprano_padj	0.23956858132054923	praat
c0121	posthoc_alto__soprano_z	-1.751521078079428	praat
c0121	posthoc_alto__soprano_rank_biserial	-0.3688888888888889	praat
c0121	posthoc_alto__soprano_p	0.07985619377351641	praat
c0121	posthoc_mezzo__soprano_padj	1	praat
c0121	posthoc_mezzo__soprano_z	-0.7506518906054696	praat
c0121	posthoc_mezzo__soprano_rank_biserial	-0.16444444444444445	praat
c0121	posthoc_mezzo__soprano_p	0.45286218341877005	praat
c0122	h	3.0886956521738966	praat
c0122	df	2	praat
c0122	p	0.2134510330345902	praat
c0122	epsilon_squared	0.07019762845849765	praat
c0122	n	45	praat
c0122	posthoc_alto__mezzo_padj	0.6337801096459235	praat
c0122	posthoc_alto__mezzo_z	-1.0008691874739584	praat
c0122	posthoc_alto__mezzo_rank_biserial	-0.21777777777777776	praat
c0122	posthoc_alto__mezzo_p	0.31689005482296173	praat
c0122	posthoc_alto__soprano_padj	0.23956858132054923	praat
c0122	posthoc_alto__soprano_z	-1.751521078079428	praat
c0122	posthoc_alto__soprano_rank_biserial	-0.3688888888888889	praat
c0122	posthoc_alto__soprano_p	0.07985619377351641	praat
c0122	posthoc_mezzo__soprano_padj	0.6337801096459235	praat
c0122	posthoc_mezzo__soprano_z	-0.7506518906054696	praat
c0122	posthoc_mezzo__soprano_rank_biserial	-0.16444444444444445	praat
c0122	posthoc_mezzo__soprano_p	0.45286218341877005	praat
c0123	h	3.0886956521738966	praat
c0123	df	2	praat
c0123	p	0.2134510330345902	praat
c0123	epsilon_squared	0.07019762845849765	praat
c0123	n	45	praat
c0123	posthoc_alto__mezzo_padj	0.45286218341877005	praat
c0123	posthoc_alto__mezzo_z	-1.0008691874739584	praat
c0123	posthoc_alto__mezzo_rank_biserial	-0.21777777777777776	praat
c0123	posthoc_alto__mezzo_p	0.31689005482296173	praat
c0123	posthoc_alto__soprano_padj	0.23956858132054923	praat
c0123	posthoc_alto__soprano_z	-1.751521078079428	praat
c0123	posthoc_alto__soprano_rank_biserial	-0.3688888888888889	praat
c0123	posthoc_alto__soprano_p	0.07985619377351641	praat
c0123	posthoc_mezzo__soprano_padj	0.45286218341877005	praat
c0123	posthoc_mezzo__soprano_z	-0.7506518906054696	praat
c0123	posthoc_mezzo__soprano_rank_biserial	-0.16444444444444445	praat
c0123	posthoc_mezzo__soprano_p	0.45286218341877005	praat
c0124	h	22.66536585365853	praat
c0124	df	1	praat
c0124	p	1.928120924930415e-06	praat
c0124	epsilon_squared	0.5811632270168854	praat
c0124	n	40	praat
c0125	h	22.66536585365853	praat
c0125	df	1	praat
c0125	p	1.928120924930415e-06	praat
c0125	epsilon_squared	0.5811632270168854	praat
c0125	n	40	praat
c0125	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0125	posthoc_control__patient_z	-4.7608156710440435	praat
c0125	posthoc_control__patient_rank_biserial	-0.88	praat
c0125	posthoc_control__patient_p	1.928120924930393e-06	praat
c0126	h	22.66536585365853	praat
c0126	df	1	praat
c0126	p	1.928120924930415e-06	praat
c0126	epsilon_squared	0.5811632270168854	praat
c0126	n	40	praat
c0126	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0126	posthoc_control__patient_z	-4.7608156710440435	praat
c0126	posthoc_control__patient_rank_biserial	-0.88	praat
c0126	posthoc_control__patient_p	1.928120924930393e-06	praat
c0127	h	22.66536585365853	praat
c0127	df	1	praat
c0127	p	1.928120924930415e-06	praat
c0127	epsilon_squared	0.5811632270168854	praat
c0127	n	40	praat
c0127	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0127	posthoc_control__patient_z	-4.7608156710440435	praat
c0127	posthoc_control__patient_rank_biserial	-0.88	praat
c0127	posthoc_control__patient_p	1.928120924930393e-06	praat
c0128	h	22.66536585365853	praat
c0128	df	1	praat
c0128	p	1.928120924930415e-06	praat
c0128	epsilon_squared	0.5811632270168854	praat
c0128	n	40	praat
c0129	h	22.66536585365853	praat
c0129	df	1	praat
c0129	p	1.928120924930415e-06	praat
c0129	epsilon_squared	0.5811632270168854	praat
c0129	n	40	praat
c0129	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0129	posthoc_control__patient_z	-4.7608156710440435	praat
c0129	posthoc_control__patient_rank_biserial	-0.88	praat
c0129	posthoc_control__patient_p	1.928120924930393e-06	praat
c0130	h	22.66536585365853	praat
c0130	df	1	praat
c0130	p	1.928120924930415e-06	praat
c0130	epsilon_squared	0.5811632270168854	praat
c0130	n	40	praat
c0130	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0130	posthoc_control__patient_z	-4.7608156710440435	praat
c0130	posthoc_control__patient_rank_biserial	-0.88	praat
c0130	posthoc_control__patient_p	1.928120924930393e-06	praat
c0131	h	22.66536585365853	praat
c0131	df	1	praat
c0131	p	1.928120924930415e-06	praat
c0131	epsilon_squared	0.5811632270168854	praat
c0131	n	40	praat
c0131	posthoc_control__patient_padj	1.928120924930393e-06	praat
c0131	posthoc_control__patient_z	-4.7608156710440435	praat
c0131	posthoc_control__patient_rank_biserial	-0.88	praat
c0131	posthoc_control__patient_p	1.928120924930393e-06	praat
c0132	h	8.694302721088434	praat
c0132	df	1	praat
c0132	p	0.003192062050495155	praat
c0132	epsilon_squared	0.1849851642784773	praat
c0132	n	48	praat
c0133	h	8.694302721088434	praat
c0133	df	1	praat
c0133	p	0.003192062050495155	praat
c0133	epsilon_squared	0.1849851642784773	praat
c0133	n	48	praat
c0133	posthoc_soprano__alto_padj	0.0031920620504951626	praat
c0133	posthoc_soprano__alto_z	2.9486103033613023	praat
c0133	posthoc_soprano__alto_rank_biserial	0.4965277777777778	praat
c0133	posthoc_soprano__alto_p	0.0031920620504951626	praat
c0134	h	8.694302721088434	praat
c0134	df	1	praat
c0134	p	0.003192062050495155	praat
c0134	epsilon_squared	0.1849851642784773	praat
c0134	n	48	praat
c0134	posthoc_soprano__alto_padj	0.0031920620504951626	praat
c0134	posthoc_soprano__alto_z	2.9486103033613023	praat
c0134	posthoc_soprano__alto_rank_biserial	0.4965277777777778	praat
c0134	posthoc_soprano__alto_p	0.0031920620504951626	praat
c0135	h	8.694302721088434	praat
c0135	df	1	praat
c0135	p	0.003192062050495155	praat
c0135	epsilon_squared	0.1849851642784773	praat
c0135	n	48	praat
c0135	posthoc_soprano__alto_padj	0.0031920620504951626	praat
c0135	posthoc_soprano__alto_z	2.9486103033613023	praat
c0135	posthoc_soprano__alto_rank_biserial	0.4965277777777778	praat
c0135	posthoc_soprano__alto_p	0.0031920620504951626	praat
c0136	h	8.694302721088434	praat
c0136	df	1	praat
c0136	p	0.003192062050495155	praat
c0136	epsilon_squared	0.1849851642784773	praat
c0136	n	48	praat
c0137	h	8.694302721088434	praat
c0137	df	1	praat
c0137	p	0.003192062050495155	praat
c0137	epsilon_squared	0.1849851642784773	praat
c0137	n	48	praat
c0137	posthoc_alto__soprano_padj	0.0031920620504951626	praat
c0137	posthoc_alto__soprano_z	-2.9486103033613023	praat
c0137	posthoc_alto__soprano_rank_biserial	-0.4965277777777778	praat
c0137	posthoc_alto__soprano_p	0.0031920620504951626	praat
c0138	h	8.694302721088434	praat
c0138	df	1	praat
c0138	p	0.003192062050495155	praat
c0138	epsilon_squared	0.1849851642784773	praat
c0138	n	48	praat
c0138	posthoc_alto__soprano_padj	0.0031920620504951626	praat
c0138	posthoc_alto__soprano_z	-2.9486103033613023	praat
c0138	posthoc_alto__soprano_rank_biserial	-0.4965277777777778	praat
c0138	posthoc_alto__soprano_p	0.0031920620504951626	praat
c0139	h	8.694302721088434	praat
c0139	df	1	praat
c0139	p	0.003192062050495155	praat
c0139	epsilon_squared	0.1849851642784773	praat
c0139	n	48	praat
c0139	posthoc_alto__soprano_padj	0.0031920620504951626	praat
c0139	posthoc_alto__soprano_z	-2.9486103033613023	praat
c0139	posthoc_alto__soprano_rank_biserial	-0.4965277777777778	praat
c0139	posthoc_alto__soprano_p	0.0031920620504951626	praat
c0140	h	35.99613677230833	praat
c0140	df	4	praat
c0140	p	2.898996303708729e-07	praat
c0140	epsilon_squared	0.7346150361695578	praat
c0140	n	50	praat
c0141	h	35.99613677230833	praat
c0141	df	4	praat
c0141	p	2.898996303708729e-07	praat
c0141	epsilon_squared	0.7346150361695578	praat
c0141	n	50	praat
c0141	posthoc_welch__paired_padj	1	praat
c0141	posthoc_welch__paired_z	-1.0817452644595082	praat
c0141	posthoc_welch__paired_rank_biserial	-0.525	praat
c0141	posthoc_welch__paired_p	0.27936573408149806	praat
c0141	posthoc_welch__corr_padj	0.08900831432503556	praat
c0141	posthoc_welch__corr_z	2.61583977397008	praat
c0141	posthoc_welch__corr_rank_biserial	0.8142857142857143	praat
c0141	posthoc_welch__corr_p	0.008900831432503555	praat
c0141	posthoc_welch__perfect_padj	0.003151482193808732	praat
c0141	posthoc_welch__perfect_z	3.602519113750257	praat
c0141	posthoc_welch__perfect_rank_biserial	1	praat
c0141	posthoc_welch__perfect_p	0.0003151482193808732	praat
c0141	posthoc_welch__mwu_padj	0.027340834091246095	praat
c0141	posthoc_welch__mwu_z	2.9961539743304506	praat
c0141	posthoc_welch__mwu_rank_biserial	1	praat
