# rename_call_sites.tsv -- every line holding a retired public-procedure
# name, with its disposition and what the reference DOES.
# Generated by walkthrough/kit/build_rename_inventory.py. Do not hand-edit.
# Every file is searched; no extension filter. Disposition comes from
# RENAME_SCOPE.tsv. Classification is a hint: the ruling requires it
# recorded per file by whoever does the pass, and rule_fired says why.
old_name	new_name	disposition	klass	rule_fired	file	line	line_text
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	EXPECTATION_STRING	name quoted as expected content	plugin_EML_StatsGraphs/stats/eml-record.praat	3240	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/stats/eml-inferential.praat	5477	#                    @emlRunKWAnalysis) reads this instead of
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/stats/eml-analysis.praat	900	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	EXPECTATION_STRING	name quoted as expected content	plugin_EML_StatsGraphs/stats/eml-analysis.praat	1172	@emlPublishAnalysisResult: "emlRunKWAnalysis", "menu", "group",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/stats/eml-analysis.praat	1196	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/stats/eml-extract.praat	3890	#   @emlRunKWAnalysis         PUBLISHES  the Kruskal-Wallis menu door
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/graphs/eml-annotation-procedures.praat	5028	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`, for
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/REGISTRY.tsv	67	emlRunKWAnalysis stats/eml-analysis.praat procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$ Kruskal-Wallis H test with
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/dev/tests/phase2/test-workflow-verification.praat	238	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	EXPECTATION_STRING	name quoted as expected content	plugin_EML_StatsGraphs/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-wizard.praat	848	# @emlRunKWAnalysis the way the menu KW wrapper's own
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-wizard.praat	880	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/scripts/eml-wizard.praat	883	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/scripts/eml-wizard.praat	886	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-wizard.praat	3439	#                    @emlRunKWAnalysis already take)
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-compare-kw.praat	74	# pass yet never reached @emlRunKWAnalysis when the tickbox was off
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/scripts/eml-compare-kw.praat	129	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/scripts/eml-compare-kw.praat	130	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	MENTION	bare name; prose or comment	plugin_EML_StatsGraphs/scripts/eml-compare-kw.praat	133	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/docs/RECIPES.md	283	#   @emlRunTwoGroupAnalysis, @emlRunKWAnalysis, @emlRunPairedAnalysis,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	plugin_EML_StatsGraphs/docs/API_EXPORT.md	114	| `@emlRunKWAnalysis` | Kruskal–Wallis (+ Dunn) |
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	harness/reprintpins/probe.praat	51	; the menu door's @emlRunKWAnalysis, then @emlBridgeGroupComparison, the same
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	harness/reprintpins/probe.praat	140	@emlRunKWAnalysis: tableId, "value", "group", 1, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	RENAME	LIVE_CALL	@name appears in the statement	harness/reprintpins/probe.praat	185	@emlRunKWAnalysis: tableId, "value", "group", 1, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/normalitycoverage/out/seed_wizard/stats/eml-record.praat	3220	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_wizard/stats/eml-analysis.praat	569	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/stats/eml-analysis.praat	699	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/graphs/eml-annotation-procedures.praat	3621	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`, for
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/dev/tests/phase2/test-workflow-verification.praat	233	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/normalitycoverage/out/seed_wizard/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/scripts/eml-wizard.praat	782	# @emlRunKWAnalysis is called with doDunn = 1 below, so
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/scripts/eml-wizard.praat	801	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, 1,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_wizard/scripts/eml-wizard.praat	803	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_wizard/scripts/eml-wizard.praat	806	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/scripts/eml-compare-kw.praat	74	# pass yet never reached @emlRunKWAnalysis when the tickbox was off
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/scripts/eml-compare-kw.praat	129	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_wizard/scripts/eml-compare-kw.praat	130	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_wizard/scripts/eml-compare-kw.praat	133	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/docs/RECIPES.md	283	#   @emlRunTwoGroupAnalysis, @emlRunKWAnalysis, @emlRunPairedAnalysis,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_wizard/docs/API_EXPORT.md	114	| `@emlRunKWAnalysis` | Kruskal–Wallis (+ Dunn) |
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/normalitycoverage/out/seed_standalone/stats/eml-record.praat	3220	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_standalone/stats/eml-analysis.praat	569	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/stats/eml-analysis.praat	699	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/graphs/eml-annotation-procedures.praat	3621	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`, for
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/dev/tests/phase2/test-workflow-verification.praat	233	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/normalitycoverage/out/seed_standalone/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/scripts/eml-wizard.praat	782	# @emlRunKWAnalysis is called with doDunn = 1 below, so
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/scripts/eml-wizard.praat	801	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, 1,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_standalone/scripts/eml-wizard.praat	803	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_standalone/scripts/eml-wizard.praat	806	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/scripts/eml-compare-kw.praat	74	# pass yet never reached @emlRunKWAnalysis when the tickbox was off
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/scripts/eml-compare-kw.praat	129	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_standalone/scripts/eml-compare-kw.praat	130	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/normalitycoverage/out/seed_standalone/scripts/eml-compare-kw.praat	133	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/docs/RECIPES.md	283	#   @emlRunTwoGroupAnalysis, @emlRunKWAnalysis, @emlRunPairedAnalysis,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/normalitycoverage/out/seed_standalone/docs/API_EXPORT.md	114	| `@emlRunKWAnalysis` | Kruskal–Wallis (+ Dunn) |
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/plugin/stats/eml-record.praat	2687	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/plugin/stats/eml-analysis.praat	569	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/stats/eml-analysis.praat	699	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/graphs/eml-annotation-procedures.praat	3588	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`:
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/dev/tests/phase2/test-workflow-verification.praat	233	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/plugin/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/scripts/eml-wizard.praat	678	# @emlRunKWAnalysis is called with doDunn = 1 below, so
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/scripts/eml-wizard.praat	697	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, 1,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/plugin/scripts/eml-wizard.praat	699	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/plugin/scripts/eml-wizard.praat	702	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/scripts/eml-compare-kw.praat	108	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/plugin/scripts/eml-compare-kw.praat	109	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/plugin/scripts/eml-compare-kw.praat	112	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/docs/RECIPES.md	283	#   @emlRunTwoGroupAnalysis, @emlRunKWAnalysis, @emlRunPairedAnalysis,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/plugin/docs/API_EXPORT.md	114	| `@emlRunKWAnalysis` | Kruskal–Wallis (+ Dunn) |
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/K_movedok/stats/eml-record.praat	2687	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/K_movedok/stats/eml-analysis.praat	569	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/stats/eml-analysis.praat	699	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/graphs/eml-annotation-procedures.praat	3588	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`:
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/dev/tests/phase2/test-workflow-verification.praat	233	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/K_movedok/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/scripts/eml-wizard.praat	678	# @emlRunKWAnalysis is called with doDunn = 1 below, so
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/scripts/eml-wizard.praat	697	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, 1,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/K_movedok/scripts/eml-wizard.praat	699	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/K_movedok/scripts/eml-wizard.praat	702	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/scripts/eml-compare-kw.praat	108	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/K_movedok/scripts/eml-compare-kw.praat	109	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/K_movedok/scripts/eml-compare-kw.praat	112	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/docs/RECIPES.md	283	#   @emlRunTwoGroupAnalysis, @emlRunKWAnalysis, @emlRunPairedAnalysis,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/K_movedok/docs/API_EXPORT.md	114	| `@emlRunKWAnalysis` | Kruskal–Wallis (+ Dunn) |
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/H_legit/stats/eml-record.praat	2687	elsif .proc$ = "emlRunKWAnalysis"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/H_legit/stats/eml-analysis.praat	569	procedure emlRunKWAnalysis: .tableId, .dataCol$, .groupCol$, .doDunn, .adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/stats/eml-analysis.praat	699	... "@emlRunKWAnalysis: data, """ + .dataCol$ + """, """ + .groupCol$ + """, " + string$ (.doDunn) + ", """ + .adjMethod$ + """",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/graphs/eml-annotation-procedures.praat	3588	# The declaration @emlRunKWAnalysis makes. NESTED ifs, not `and`:
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/dev/HISTORY_LEDGER.md	2794	10  #        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/dev/tests/phase2/test-workflow-verification.praat	233	@emlRunKWAnalysis: tableId, "Data", "Group", 0, "holm"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	EXPECTATION_STRING	name quoted as expected content	harness/correlgroup/out/work/H_legit/dev/tools/procs.json	12	"emlRunKWAnalysis",
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/scripts/eml-wizard.praat	678	# @emlRunKWAnalysis is called with doDunn = 1 below, so
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/scripts/eml-wizard.praat	697	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, 1,
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/H_legit/scripts/eml-wizard.praat	699	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/H_legit/scripts/eml-wizard.praat	702	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "wizard"
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/scripts/eml-compare-kw.praat	10	#        arguments to @emlRunKWAnalysis, matching the ANOVA sibling's
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	LIVE_CALL	@name appears in the statement	harness/correlgroup/out/work/H_legit/scripts/eml-compare-kw.praat	108	@emlRunKWAnalysis: tableId, dataCol$, groupCol$, doDunn, adjMethod$
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/H_legit/scripts/eml-compare-kw.praat	109	if emlRunKWAnalysis.error$ <> ""
emlRunKWAnalysis	emlRunKruskalWallisAnalysis	REGENERATE	MENTION	bare name; prose or comment	harness/correlgroup/out/work/H_legit/scripts/eml-compare-kw.praat	112	@emlErrorDialog: emlRunKWAnalysis.error$, emlRunKWAnalysis.remedy$, "menu"
