analysis	quantity	plugin_value	r_value	relative_difference
c0318	posthoc_welch__corr_t	4.750506939523274	4.7505069395232749	1.87e-16
c0318	posthoc_welch__mwu_cohens_d	3.3763886032268258	3.3763886032268267	2.63e-16
c0318	posthoc_welch__mwu_df	11.876712328767125	11.876712328767125	0.00e+00
c0318	posthoc_welch__mwu_diff	9.5	9.5	0.00e+00
c0318	posthoc_welch__mwu_p	4.112418738517862e-06	4.1124187385178546e-06	1.85e-15
c0318	posthoc_welch__mwu_padj	2.467451243110717e-05	2.4674512431107127e-05	1.79e-15
c0318	posthoc_welch__mwu_t	7.981596478959655	7.9815964789596556	1.11e-16
c0318	posthoc_welch__paired_cohens_d	-0.9467621366623015	-0.94676213666230169	2.35e-16
c0318	posthoc_welch__paired_df	17.028808201623235	17.028808201623235	0.00e+00
c0318	posthoc_welch__paired_diff	-2.666666666666666	-2.6666666666666661	0.00e+00
c0318	posthoc_welch__paired_p	0.04507196258852341	0.0450719625885233	2.46e-15
c0318	posthoc_welch__paired_padj	0.09014392517704682	0.090143925177046599	2.46e-15
c0318	posthoc_welch__paired_t	-2.162808559208922	-2.1628085592089219	0.00e+00
c0318	posthoc_welch__perfect_cohens_d	3.640679257301507	3.6406792573015077	1.22e-16
c0318	posthoc_welch__perfect_df	12.811764705882355	12.811764705882359	2.77e-16
c0318	posthoc_welch__perfect_diff	9	9	0.00e+00
c0318	posthoc_welch__perfect_p	2.0360745160275393e-06	2.0360745160275309e-06	4.16e-15
c0318	posthoc_welch__perfect_padj	1.4252521612192775e-05	1.4252521612192716e-05	4.16e-15
c0318	posthoc_welch__perfect_t	8.140806303599616	8.1408063035996161	0.00e+00
c0319	k	5	5	0.00e+00
c0319	n	50	50	0.00e+00
c0319	posthoc_corr__mwu_cohens_d	0.9827358526596335	0.98273585265963326	2.26e-16
c0319	posthoc_corr__mwu_df	14.026898610778254	14.026898610778256	1.27e-16
c0319	posthoc_corr__mwu_diff	3.071428571428571	3.0714285714285712	0.00e+00
c0319	posthoc_corr__mwu_p	0.015639701607947816	0.015639701607947799	1.11e-15
c0319	posthoc_corr__mwu_padj	0.02234243086849688	0.022342430868496854	1.09e-15
c0319	posthoc_corr__mwu_t	2.749454917621261	2.7494549176212608	0.00e+00
c0319	posthoc_corr__perfect_cohens_d	0.9215557470842439	0.92155574708424393	0.00e+00
c0319	posthoc_corr__perfect_df	18.925999014422576	18.925999014422569	3.75e-16
c0319	posthoc_corr__perfect_diff	2.571428571428571	2.5714285714285712	0.00e+00
c0319	posthoc_corr__perfect_p	0.02153786164407209	0.021537861644072072	8.05e-16
c0319	posthoc_corr__perfect_padj	0.026922327055090112	0.026922327055090088	9.02e-16
c0319	posthoc_corr__perfect_t	2.5053113578905046	2.5053113578905046	0.00e+00
c0319	posthoc_paired__corr_cohens_d	3.0043639277189063	3.0043639277189058	1.48e-16
c0319	posthoc_paired__corr_df	23.490046769286725	23.490046769286725	0.00e+00
c0319	posthoc_paired__corr_diff	9.095238095238095	9.0952380952380949	0.00e+00
c0319	posthoc_paired__corr_p	5.4209809769951396e-08	5.420980976995135e-08	8.54e-16
c0319	posthoc_paired__corr_padj	2.71049048849757e-07	2.7104904884975676e-07	7.81e-16
c0319	posthoc_paired__corr_t	7.823711198795349	7.8237111987953494	0.00e+00
c0319	posthoc_paired__mwu_cohens_d	5.303958509195748	5.3039585091957484	0.00e+00
c0319	posthoc_paired__mwu_df	10.642769276189538	10.642769276189536	1.67e-16
c0319	posthoc_paired__mwu_diff	12.166666666666666	12.166666666666666	0.00e+00
c0319	posthoc_paired__mwu_p	1.0112453495982535e-07	1.0112453495982559e-07	2.36e-15
c0319	posthoc_paired__mwu_padj	3.370817831994178e-07	3.3708178319941867e-07	2.51e-15
c0319	posthoc_paired__mwu_t	12.569912307482092	12.569912307482092	0.00e+00
c0319	posthoc_paired__perfect_cohens_d	5.540916385036406	5.5409163850364056	0.00e+00
c0319	posthoc_paired__perfect_df	18.31945502967194	18.319455029671932	3.88e-16
c0319	posthoc_paired__perfect_diff	11.666666666666666	11.666666666666666	0.00e+00
c0319	posthoc_paired__perfect_p	5.514634595004311e-11	5.5146345950043198e-11	1.64e-15
c0319	posthoc_paired__perfect_padj	5.514634595004311e-10	5.5146345950043201e-10	1.69e-15
c0319	posthoc_paired__perfect_t	13.5400640077266	13.540064007726601	0.00e+00
c0319	posthoc_perfect__mwu_cohens_d	0.3464101615137754	0.34641016151377541	0.00e+00
c0319	posthoc_perfect__mwu_df	6.442489851150203	6.4424898511502029	0.00e+00
c0319	posthoc_perfect__mwu_diff	0.5	0.5	0.00e+00
c0319	posthoc_perfect__mwu_p	0.5531166300326702	0.55311663003267042	4.01e-16
c0319	posthoc_perfect__mwu_padj	0.5531166300326702	0.55311663003267042	4.01e-16
c0319	posthoc_perfect__mwu_t	0.6255432421712243	0.62554324217122426	0.00e+00
c0319	posthoc_welch__corr_cohens_d	1.9411425885796207	1.9411425885796207	0.00e+00
c0319	posthoc_welch__corr_df	20.415307172417684	20.41530717241768	1.74e-16
c0319	posthoc_welch__corr_diff	6.428571428571429	6.4285714285714288	0.00e+00
c0319	posthoc_welch__corr_p	0.00011611549023031874	0.00011611549023031844	2.57e-15
c0319	posthoc_welch__corr_padj	0.00019352581705053124	0.00019352581705053075	2.52e-15
c0319	posthoc_welch__corr_t	4.750506939523274	4.7505069395232749	1.87e-16
c0319	posthoc_welch__mwu_cohens_d	3.3763886032268258	3.3763886032268267	2.63e-16
c0319	posthoc_welch__mwu_df	11.876712328767125	11.876712328767125	0.00e+00
c0319	posthoc_welch__mwu_diff	9.5	9.5	0.00e+00
c0319	posthoc_welch__mwu_p	4.112418738517862e-06	4.1124187385178546e-06	1.85e-15
c0319	posthoc_welch__mwu_padj	8.224837477035724e-06	8.2248374770357091e-06	1.85e-15
c0319	posthoc_welch__mwu_t	7.981596478959655	7.9815964789596556	1.11e-16
c0319	posthoc_welch__paired_cohens_d	-0.9467621366623015	-0.94676213666230169	2.35e-16
c0319	posthoc_welch__paired_df	17.028808201623235	17.028808201623235	0.00e+00
c0319	posthoc_welch__paired_diff	-2.666666666666666	-2.6666666666666661	0.00e+00
c0319	posthoc_welch__paired_p	0.04507196258852341	0.0450719625885233	2.46e-15
c0319	posthoc_welch__paired_padj	0.05007995843169268	0.050079958431692558	2.49e-15
c0319	posthoc_welch__paired_t	-2.162808559208922	-2.1628085592089219	0.00e+00
c0319	posthoc_welch__perfect_cohens_d	3.640679257301507	3.6406792573015077	1.22e-16
c0319	posthoc_welch__perfect_df	12.811764705882355	12.811764705882359	2.77e-16
c0319	posthoc_welch__perfect_diff	9	9	0.00e+00
c0319	posthoc_welch__perfect_p	2.0360745160275393e-06	2.0360745160275309e-06	4.16e-15
c0319	posthoc_welch__perfect_padj	5.0901862900688485e-06	5.0901862900688274e-06	4.16e-15
c0319	posthoc_welch__perfect_t	8.140806303599616	8.1408063035996161	0.00e+00
c0320	k	5	5	0.00e+00
c0320	n	50	50	0.00e+00
c0320	posthoc_corr__mwu_ci_high	8.833722982461694	8.8337229824617154	2.41e-15
c0320	posthoc_corr__mwu_ci_low	-2.6908658396045526	-2.6908658396045722	7.26e-15
c0320	posthoc_corr__mwu_cohens_d	0.9827358526596335	0.98273585265963326	2.26e-16
c0320	posthoc_corr__mwu_df	16	16	0.00e+00
c0320	posthoc_corr__mwu_diff	3.071428571428571	3.0714285714285712	0.00e+00
c0320	posthoc_corr__mwu_p	0.1022521458378574	0.10225214583785749	9.50e-16
c0320	posthoc_corr__mwu_padj	1	1	0.00e+00
c0320	posthoc_corr__mwu_t	1.7333831137362692	1.733383113736269	1.28e-16
c0320	posthoc_corr__perfect_ci_high	6.174603546876089	6.1746035468761011	2.01e-15
c0320	posthoc_corr__perfect_ci_low	-1.0317464040189464	-1.0317464040189583	1.16e-14
c0320	posthoc_corr__perfect_cohens_d	0.9215557470842439	0.92155574708424393	0.00e+00
c0320	posthoc_corr__perfect_df	22	22	0.00e+00
c0320	posthoc_corr__perfect_diff	2.571428571428571	2.5714285714285712	0.00e+00
c0320	posthoc_corr__perfect_p	0.03659094055381841	0.036590940553818382	7.59e-16
c0320	posthoc_corr__perfect_padj	0.3659094055381841	0.36590940553818385	6.07e-16
c0320	posthoc_corr__perfect_t	2.2257685872689748	2.2257685872689743	2.00e-16
c0320	posthoc_paired__corr_ci_high	12.775885527753054	12.775885527753067	9.73e-16
c0320	posthoc_paired__corr_ci_low	5.4145906627231355	5.4145906627231248	1.97e-15
c0320	posthoc_paired__corr_cohens_d	3.0043639277189063	3.0043639277189058	1.48e-16
c0320	posthoc_paired__corr_df	24	24	0.00e+00
c0320	posthoc_paired__corr_diff	9.095238095238095	9.0952380952380949	0.00e+00
c0320	posthoc_paired__corr_p	7.108583180103026e-08	7.1085831801030483e-08	3.17e-15
c0320	posthoc_paired__corr_padj	7.108583180103026e-07	7.1085831801030483e-07	3.13e-15
c0320	posthoc_paired__corr_t	7.636959822292356	7.6369598222923551	1.16e-16
c0320	posthoc_paired__mwu_ci_high	16.571133952154547	16.571133952154558	6.43e-16
c0320	posthoc_paired__mwu_ci_low	7.762199381178786	7.7621993811787728	1.72e-15
c0320	posthoc_paired__mwu_cohens_d	5.303958509195748	5.3039585091957484	0.00e+00
c0320	posthoc_paired__mwu_df	14	14	0.00e+00
c0320	posthoc_paired__mwu_diff	12.166666666666666	12.166666666666666	0.00e+00
c0320	posthoc_paired__mwu_p	2.643054826818037e-07	2.6430548268180391e-07	8.01e-16
c0320	posthoc_paired__mwu_padj	2.643054826818037e-06	2.643054826818039e-06	8.01e-16
c0320	posthoc_paired__mwu_t	9.186725619164315	9.1867256191643154	0.00e+00
c0320	posthoc_paired__perfect_ci_high	14.50958934014974	14.509589340149747	4.90e-16
c0320	posthoc_paired__perfect_ci_low	8.823743993183593	8.8237439931835837	1.01e-15
c0320	posthoc_paired__perfect_cohens_d	5.540916385036406	5.5409163850364056	0.00e+00
c0320	posthoc_paired__perfect_df	20	20	0.00e+00
c0320	posthoc_paired__perfect_diff	11.666666666666666	11.666666666666666	0.00e+00
c0320	posthoc_paired__perfect_p	3.542304644700696e-11	3.5423046447006903e-11	1.64e-15
c0320	posthoc_paired__perfect_padj	3.542304644700696e-10	3.5423046447006905e-10	1.61e-15
c0320	posthoc_paired__perfect_t	12.940792666314373	12.940792666314373	0.00e+00
c0320	posthoc_perfect__mwu_ci_high	3.4275916128838646	3.4275916128838735	2.59e-15
c0320	posthoc_perfect__mwu_ci_low	-2.4275916128838646	-2.4275916128838735	3.66e-15
c0320	posthoc_perfect__mwu_cohens_d	0.3464101615137754	0.34641016151377541	0.00e+00
c0320	posthoc_perfect__mwu_df	12	12	0.00e+00
c0320	posthoc_perfect__mwu_diff	0.5	0.5	0.00e+00
c0320	posthoc_perfect__mwu_p	0.5690331249007394	0.56903312490073987	7.80e-16
c0320	posthoc_perfect__mwu_padj	1	1	0.00e+00
c0320	posthoc_perfect__mwu_t	0.5855400437691199	0.58554004376911994	0.00e+00
c0320	posthoc_welch__corr_ci_high	10.705081853294395	10.705081853294409	1.33e-15
c0320	posthoc_welch__corr_ci_low	2.1520610038484618	2.152061003848448	6.40e-15
c0320	posthoc_welch__corr_cohens_d	1.9411425885796207	1.9411425885796207	0.00e+00
c0320	posthoc_welch__corr_df	22	22	0.00e+00
c0320	posthoc_welch__corr_diff	6.428571428571429	6.4285714285714288	0.00e+00
c0320	posthoc_welch__corr_p	0.00011235385191574967	0.00011235385191574934	2.89e-15
c0320	posthoc_welch__corr_padj	0.0011235385191574966	0.0011235385191574934	2.89e-15
c0320	posthoc_welch__corr_t	4.688304761530115	4.688304761530115	0.00e+00
c0320	posthoc_welch__mwu_ci_high	15.206926675273321	15.206926675273339	1.17e-15
c0320	posthoc_welch__mwu_ci_low	3.793073324726679	3.7930733247266617	4.57e-15
c0320	posthoc_welch__mwu_cohens_d	3.3763886032268258	3.3763886032268267	2.63e-16
c0320	posthoc_welch__mwu_df	12	12	0.00e+00
c0320	posthoc_welch__mwu_diff	9.5	9.5	0.00e+00
c0320	posthoc_welch__mwu_p	9.80222612673942e-05	9.8022261267394131e-05	6.91e-16
c0320	posthoc_welch__mwu_padj	0.000980222612673942	0.00098022261267394131	6.64e-16
c0320	posthoc_welch__mwu_t	5.707138387268051	5.707138387268051	0.00e+00
c0320	posthoc_welch__paired_ci_high	1.1363454161001738	1.1363454161001845	9.38e-15
c0320	posthoc_welch__paired_ci_low	-6.4696787494335055	-6.4696787494335171	1.78e-15
c0320	posthoc_welch__paired_cohens_d	-0.9467621366623015	-0.94676213666230169	2.35e-16
c0320	posthoc_welch__paired_df	20	20	0.00e+00
c0320	posthoc_welch__paired_diff	-2.666666666666666	-2.6666666666666661	0.00e+00
c0320	posthoc_welch__paired_p	0.03883446934427562	0.038834469344275598	5.36e-16
c0320	posthoc_welch__paired_padj	0.3883446934427562	0.38834469344275596	5.72e-16
c0320	posthoc_welch__paired_t	-2.2111599712911274	-2.2111599712911278	2.01e-16
c0320	posthoc_welch__perfect_ci_high	12.533945769914231	12.533945769914242	8.50e-16
c0320	posthoc_welch__perfect_ci_low	5.466054230085769	5.4660542300857573	2.11e-15
c0320	posthoc_welch__perfect_cohens_d	3.640679257301507	3.6406792573015077	1.22e-16
c0320	posthoc_welch__perfect_df	18	18	0.00e+00
c0320	posthoc_welch__perfect_diff	9	9	0.00e+00
c0320	posthoc_welch__perfect_p	1.909816797241689e-07	1.9098167972416837e-07	2.77e-15
c0320	posthoc_welch__perfect_padj	1.9098167972416887e-06	1.9098167972416837e-06	2.66e-15
c0320	posthoc_welch__perfect_t	8.140806303599616	8.1408063035996161	0.00e+00
c0321	k	5	5	0.00e+00
c0321	n	50	50	0.00e+00
c0321	posthoc_corr__mwu_cohens_d	0.9827358526596335	0.98273585265963326	2.26e-16
c0321	posthoc_corr__mwu_df	16	16	0.00e+00
c0321	posthoc_corr__mwu_diff	3.071428571428571	3.0714285714285712	0.00e+00
c0321	posthoc_corr__mwu_p	0.1022521458378574	0.10225214583785749	9.50e-16
c0321	posthoc_corr__mwu_padj	0.2045042916757148	0.20450429167571499	9.50e-16
c0321	posthoc_corr__mwu_t	1.7333831137362692	1.733383113736269	1.28e-16
c0321	posthoc_corr__perfect_cohens_d	0.9215557470842439	0.92155574708424393	0.00e+00
c0321	posthoc_corr__perfect_df	22	22	0.00e+00
c0321	posthoc_corr__perfect_diff	2.571428571428571	2.5714285714285712	0.00e+00
c0321	posthoc_corr__perfect_p	0.03659094055381841	0.036590940553818382	7.59e-16
c0321	posthoc_corr__perfect_padj	0.14636376221527364	0.14636376221527353	7.59e-16
c0321	posthoc_corr__perfect_t	2.2257685872689748	2.2257685872689743	2.00e-16
c0321	posthoc_paired__corr_cohens_d	3.0043639277189063	3.0043639277189058	1.48e-16
c0321	posthoc_paired__corr_df	24	24	0.00e+00
c0321	posthoc_paired__corr_diff	9.095238095238095	9.0952380952380949	0.00e+00
c0321	posthoc_paired__corr_p	7.108583180103026e-08	7.1085831801030483e-08	3.17e-15
c0321	posthoc_paired__corr_padj	6.397724862092723e-07	6.3977248620927435e-07	3.14e-15
c0321	posthoc_paired__corr_t	7.636959822292356	7.6369598222923551	1.16e-16
c0321	posthoc_paired__mwu_cohens_d	5.303958509195748	5.3039585091957484	0.00e+00
c0321	posthoc_paired__mwu_df	14	14	0.00e+00
c0321	posthoc_paired__mwu_diff	12.166666666666666	12.166666666666666	0.00e+00
c0321	posthoc_paired__mwu_p	2.643054826818037e-07	2.6430548268180391e-07	8.01e-16
c0321	posthoc_paired__mwu_padj	1.850138378772626e-06	1.8501383787726274e-06	8.01e-16
c0321	posthoc_paired__mwu_t	9.186725619164315	9.1867256191643154	0.00e+00
c0321	posthoc_paired__perfect_cohens_d	5.540916385036406	5.5409163850364056	0.00e+00
c0321	posthoc_paired__perfect_df	20	20	0.00e+00
c0321	posthoc_paired__perfect_diff	11.666666666666666	11.666666666666666	0.00e+00
c0321	posthoc_paired__perfect_p	3.542304644700696e-11	3.5423046447006903e-11	1.64e-15
c0321	posthoc_paired__perfect_padj	3.542304644700696e-10	3.5423046447006905e-10	1.61e-15
c0321	posthoc_paired__perfect_t	12.940792666314373	12.940792666314373	0.00e+00
c0321	posthoc_perfect__mwu_cohens_d	0.3464101615137754	0.34641016151377541	0.00e+00
c0321	posthoc_perfect__mwu_df	12	12	0.00e+00
c0321	posthoc_perfect__mwu_diff	0.5	0.5	0.00e+00
c0321	posthoc_perfect__mwu_p	0.5690331249007394	0.56903312490073987	7.80e-16
c0321	posthoc_perfect__mwu_padj	0.5690331249007394	0.56903312490073987	7.80e-16
c0321	posthoc_perfect__mwu_t	0.5855400437691199	0.58554004376911994	0.00e+00
c0321	posthoc_welch__corr_cohens_d	1.9411425885796207	1.9411425885796207	0.00e+00
c0321	posthoc_welch__corr_df	22	22	0.00e+00
c0321	posthoc_welch__corr_diff	6.428571428571429	6.4285714285714288	0.00e+00
c0321	posthoc_welch__corr_p	0.00011235385191574967	0.00011235385191574934	2.89e-15
c0321	posthoc_welch__corr_padj	0.0005881335676043652	0.00058813356760436478	7.37e-16
c0321	posthoc_welch__corr_t	4.688304761530115	4.688304761530115	0.00e+00
c0321	posthoc_welch__mwu_cohens_d	3.3763886032268258	3.3763886032268267	2.63e-16
c0321	posthoc_welch__mwu_df	12	12	0.00e+00
c0321	posthoc_welch__mwu_diff	9.5	9.5	0.00e+00
c0321	posthoc_welch__mwu_p	9.80222612673942e-05	9.8022261267394131e-05	6.91e-16
c0321	posthoc_welch__mwu_padj	0.0005881335676043652	0.00058813356760436478	7.37e-16
c0321	posthoc_welch__mwu_t	5.707138387268051	5.707138387268051	0.00e+00
c0321	posthoc_welch__paired_cohens_d	-0.9467621366623015	-0.94676213666230169	2.35e-16
c0321	posthoc_welch__paired_df	20	20	0.00e+00
c0321	posthoc_welch__paired_diff	-2.666666666666666	-2.6666666666666661	0.00e+00
c0321	posthoc_welch__paired_p	0.03883446934427562	0.038834469344275598	5.36e-16
c0321	posthoc_welch__paired_padj	0.14636376221527364	0.14636376221527353	7.59e-16
c0321	posthoc_welch__paired_t	-2.2111599712911274	-2.2111599712911278	2.01e-16
c0321	posthoc_welch__perfect_cohens_d	3.640679257301507	3.6406792573015077	1.22e-16
c0321	posthoc_welch__perfect_df	18	18	0.00e+00
c0321	posthoc_welch__perfect_diff	9	9	0.00e+00
c0321	posthoc_welch__perfect_p	1.909816797241689e-07	1.9098167972416837e-07	2.77e-15
c0321	posthoc_welch__perfect_padj	1.5278534377933512e-06	1.5278534377933469e-06	2.77e-15
c0321	posthoc_welch__perfect_t	8.140806303599616	8.1408063035996161	0.00e+00
c0322	k	5	5	0.00e+00
c0322	n	50	50	0.00e+00
c0322	posthoc_corr__mwu_cohens_d	0.9827358526596335	0.98273585265963326	2.26e-16
c0322	posthoc_corr__mwu_df	16	16	0.00e+00
c0322	posthoc_corr__mwu_diff	3.071428571428571	3.0714285714285712	0.00e+00
c0322	posthoc_corr__mwu_p	0.1022521458378574	0.10225214583785749	9.50e-16
c0322	posthoc_corr__mwu_padj	0.11361349537539711	0.11361349537539722	9.77e-16
c0322	posthoc_corr__mwu_t	1.7333831137362692	1.733383113736269	1.28e-16
c0322	posthoc_corr__perfect_cohens_d	0.9215557470842439	0.92155574708424393	0.00e+00
c0322	posthoc_corr__perfect_df	22	22	0.00e+00
c0322	posthoc_corr__perfect_diff	2.571428571428571	2.5714285714285712	0.00e+00
c0322	posthoc_corr__perfect_p	0.03659094055381841	0.036590940553818382	7.59e-16
c0322	posthoc_corr__perfect_padj	0.04854308668034452	0.048543086680344495	5.72e-16
c0322	posthoc_corr__perfect_t	2.2257685872689748	2.2257685872689743	2.00e-16
c0322	posthoc_paired__corr_cohens_d	3.0043639277189063	3.0043639277189058	1.48e-16
c0322	posthoc_paired__corr_df	24	24	0.00e+00
c0322	posthoc_paired__corr_diff	9.095238095238095	9.0952380952380949	0.00e+00
c0322	posthoc_paired__corr_p	7.108583180103026e-08	7.1085831801030483e-08	3.17e-15
c0322	posthoc_paired__corr_padj	3.554291590051513e-07	3.5542915900515242e-07	3.13e-15
c0322	posthoc_paired__corr_t	7.636959822292356	7.6369598222923551	1.16e-16
c0322	posthoc_paired__mwu_cohens_d	5.303958509195748	5.3039585091957484	0.00e+00
c0322	posthoc_paired__mwu_df	14	14	0.00e+00
c0322	posthoc_paired__mwu_diff	12.166666666666666	12.166666666666666	0.00e+00
c0322	posthoc_paired__mwu_p	2.643054826818037e-07	2.6430548268180391e-07	8.01e-16
c0322	posthoc_paired__mwu_padj	6.607637067045092e-07	6.6076370670450975e-07	8.01e-16
c0322	posthoc_paired__mwu_t	9.186725619164315	9.1867256191643154	0.00e+00
c0322	posthoc_paired__perfect_cohens_d	5.540916385036406	5.5409163850364056	0.00e+00
c0322	posthoc_paired__perfect_df	20	20	0.00e+00
c0322	posthoc_paired__perfect_diff	11.666666666666666	11.666666666666666	0.00e+00
c0322	posthoc_paired__perfect_p	3.542304644700696e-11	3.5423046447006903e-11	1.64e-15
c0322	posthoc_paired__perfect_padj	3.542304644700696e-10	3.5423046447006905e-10	1.61e-15
c0322	posthoc_paired__perfect_t	12.940792666314373	12.940792666314373	0.00e+00
c0322	posthoc_perfect__mwu_cohens_d	0.3464101615137754	0.34641016151377541	0.00e+00
c0322	posthoc_perfect__mwu_df	12	12	0.00e+00
c0322	posthoc_perfect__mwu_diff	0.5	0.5	0.00e+00
c0322	posthoc_perfect__mwu_p	0.5690331249007394	0.56903312490073987	7.80e-16
c0322	posthoc_perfect__mwu_padj	0.5690331249007394	0.56903312490073987	7.80e-16
c0322	posthoc_perfect__mwu_t	0.5855400437691199	0.58554004376911994	0.00e+00
c0322	posthoc_welch__corr_cohens_d	1.9411425885796207	1.9411425885796207	0.00e+00
c0322	posthoc_welch__corr_df	22	22	0.00e+00
c0322	posthoc_welch__corr_diff	6.428571428571429	6.4285714285714288	0.00e+00
c0322	posthoc_welch__corr_p	0.00011235385191574967	0.00011235385191574934	2.89e-15
c0322	posthoc_welch__corr_padj	0.00018725641985958277	0.00018725641985958225	2.75e-15
c0322	posthoc_welch__corr_t	4.688304761530115	4.688304761530115	0.00e+00
c0322	posthoc_welch__mwu_cohens_d	3.3763886032268258	3.3763886032268267	2.63e-16
c0322	posthoc_welch__mwu_df	12	12	0.00e+00
c0322	posthoc_welch__mwu_diff	9.5	9.5	0.00e+00
c0322	posthoc_welch__mwu_p	9.80222612673942e-05	9.8022261267394131e-05	6.91e-16
c0322	posthoc_welch__mwu_padj	0.00018725641985958277	0.00018725641985958225	2.75e-15
c0322	posthoc_welch__mwu_t	5.707138387268051	5.707138387268051	0.00e+00
c0322	posthoc_welch__paired_cohens_d	-0.9467621366623015	-0.94676213666230169	2.35e-16
c0322	posthoc_welch__paired_df	20	20	0.00e+00
c0322	posthoc_welch__paired_diff	-2.666666666666666	-2.6666666666666661	0.00e+00
c0322	posthoc_welch__paired_p	0.03883446934427562	0.038834469344275598	5.36e-16
c0322	posthoc_welch__paired_padj	0.04854308668034452	0.048543086680344495	5.72e-16
c0322	posthoc_welch__paired_t	-2.2111599712911274	-2.2111599712911278	2.01e-16
c0322	posthoc_welch__perfect_cohens_d	3.640679257301507	3.6406792573015077	1.22e-16
c0322	posthoc_welch__perfect_df	18	18	0.00e+00
c0322	posthoc_welch__perfect_diff	9	9	0.00e+00
c0322	posthoc_welch__perfect_p	1.909816797241689e-07	1.9098167972416837e-07	2.77e-15
c0322	posthoc_welch__perfect_padj	6.36605599080563e-07	6.3660559908056125e-07	2.66e-15
c0322	posthoc_welch__perfect_t	8.140806303599616	8.1408063035996161	0.00e+00
c0323	k	5	5	0.00e+00
c0323	n	50	50	0.00e+00
c0323	posthoc_corr__mwu_ci_high	10.400026370772753	10.400026370772753	0.00e+00
c0323	posthoc_corr__mwu_ci_low	-2.0000529351489345	-2.0000529351489345	0.00e+00
c0323	posthoc_corr__mwu_diff	2.6500000000000004	2.6500000000000004	0.00e+00
c0323	posthoc_corr__mwu_p	0.0791039616024859	0.07910396160248595	7.02e-16
c0323	posthoc_corr__mwu_padj	0.791039616024859	0.7910396160248595	7.02e-16
c0323	posthoc_corr__mwu_rank_biserial	0.6071428571428571	0.60714285714285721	1.83e-16
c0323	posthoc_corr__mwu_u	45	45	0.00e+00
c0323	posthoc_corr__perfect_ci_high	6.799994385568903	6.7999943855689029	0.00e+00
c0323	posthoc_corr__perfect_ci_low	-1.0000128732547524	-1.0000128732547524	0.00e+00
c0323	posthoc_corr__perfect_diff	2	2	0.00e+00
c0323	posthoc_corr__perfect_p	0.055961745324908004	0.055961745324908024	3.72e-16
c0323	posthoc_corr__perfect_padj	0.5596174532490801	0.5596174532490803	3.97e-16
c0323	posthoc_corr__perfect_rank_biserial	0.4714285714285714	0.47142857142857147	1.18e-16
c0323	posthoc_corr__perfect_u	103	103	0.00e+00
c0323	posthoc_paired__corr_ci_high	13.00002460569673	13.00002460569673	0.00e+00
c0323	posthoc_paired__corr_ci_low	5.00005781756763	5.0000578175676296	0.00e+00
c0323	posthoc_paired__corr_diff	9.399999999999999	9.3999999999999986	0.00e+00
c0323	posthoc_paired__corr_p	4.292628291154228e-05	4.2926282911542346e-05	1.58e-15
c0323	posthoc_paired__corr_padj	0.00042926282911542277	0.00042926282911542348	1.64e-15
c0323	posthoc_paired__corr_rank_biserial	0.9523809523809523	0.95238095238095233	0.00e+00
c0323	posthoc_paired__corr_u	164	164	0.00e+00
c0323	posthoc_paired__mwu_ci_high	18	18	0.00e+00
c0323	posthoc_paired__mwu_ci_low	7	7	0.00e+00
c0323	posthoc_paired__mwu_diff	12	12	0.00e+00
c0323	posthoc_paired__mwu_p	0.004288789765619495	0.0042887897656194961	2.02e-16
c0323	posthoc_paired__mwu_padj	0.042887897656194954	0.042887897656194961	1.62e-16
c0323	posthoc_paired__mwu_rank_biserial	1	1	0.00e+00
c0323	posthoc_paired__mwu_u	48	48	0.00e+00
c0323	posthoc_paired__perfect_ci_high	14.999938167740861	14.999938167740861	0.00e+00
c0323	posthoc_paired__perfect_ci_low	8.999969342579206	8.999969342579206	0.00e+00
c0323	posthoc_paired__perfect_diff	11.5	11.5	0.00e+00
c0323	posthoc_paired__perfect_p	8.417017201509565e-05	8.41701720150958e-05	1.77e-15
c0323	posthoc_paired__perfect_padj	0.0008417017201509565	0.000841701720150958	1.80e-15
c0323	posthoc_paired__perfect_rank_biserial	1	1	0.00e+00
c0323	posthoc_paired__perfect_u	120	120	0.00e+00
c0323	posthoc_perfect__mwu_ci_high	4	4	0.00e+00
c0323	posthoc_perfect__mwu_ci_low	-3	-3	0.00e+00
c0323	posthoc_perfect__mwu_diff	0.5	0.5	0.00e+00
c0323	posthoc_perfect__mwu_p	0.6139178031705241	0.61391780317052413	0.00e+00
c0323	posthoc_perfect__mwu_padj	1	1	0.00e+00
c0323	posthoc_perfect__mwu_rank_biserial	0.2	0.19999999999999996	2.78e-16
c0323	posthoc_perfect__mwu_u	24	24	0.00e+00
c0323	posthoc_welch__corr_ci_high	10.999965325789304	10.999965325789304	0.00e+00
c0323	posthoc_welch__corr_ci_low	1.800000004315398	1.8000000043153981	0.00e+00
c0323	posthoc_welch__corr_diff	6.4	6.4000000000000004	0.00e+00
c0323	posthoc_welch__corr_p	0.0009338247729674946	0.00093382477296749663	2.21e-15
c0323	posthoc_welch__corr_padj	0.009338247729674946	0.0093382477296749672	2.23e-15
c0323	posthoc_welch__corr_rank_biserial	0.8142857142857143	0.81428571428571428	0.00e+00
c0323	posthoc_welch__corr_u	127	127	0.00e+00
c0323	posthoc_welch__mwu_ci_high	17	17	0.00e+00
c0323	posthoc_welch__mwu_ci_low	4	4	0.00e+00
