analysis	quantity	plugin_value	r_value	relative_difference
c0165	posthoc_soprano__mezzo_u	209	209	0.00e+00
c0166	k	3	3	0.00e+00
c0166	n	45	45	0.00e+00
c0166	posthoc_mezzo__alto_ci_high	6.455999984812437	6.4559999848124363	1.38e-16
c0166	posthoc_mezzo__alto_ci_low	-1.1085165556626047	-1.1085165556626033	1.20e-15
c0166	posthoc_mezzo__alto_diff	2.6737417145749163	2.6737417145749163	0.00e+00
c0166	posthoc_mezzo__alto_f	1.6091059090878987	1.6091059090878987	0.00e+00
c0166	posthoc_mezzo__alto_padj	0.21215537358434644	0.21215537358434722	3.66e-15
c0166	posthoc_soprano__alto_ci_high	12.522959285899546	12.522959285899546	0.00e+00
c0166	posthoc_soprano__alto_ci_low	4.958442745424505	4.9584427454245059	1.79e-16
c0166	posthoc_soprano__alto_diff	8.740701015662026	8.740701015662026	0.00e+00
c0166	posthoc_soprano__alto_f	17.19642841458566	17.196428414585661	0.00e+00
c0166	posthoc_soprano__alto_padj	3.5004777216961405e-06	3.5004777216961465e-06	1.69e-15
c0166	posthoc_soprano__mezzo_ci_high	9.84921757132463	9.8492175713246297	0.00e+00
c0166	posthoc_soprano__mezzo_ci_low	2.2847010308495888	2.2847010308495901	5.83e-16
c0166	posthoc_soprano__mezzo_diff	6.06695930108711	6.0669593010871097	0.00e+00
c0166	posthoc_soprano__mezzo_f	8.284911798914516	8.284911798914516	0.00e+00
c0166	posthoc_soprano__mezzo_padj	0.0009270066767263035	0.00092700667672630278	8.19e-16
c0167	k	3	3	0.00e+00
c0167	n	45	45	0.00e+00
c0167	posthoc_alto__mezzo_ci_high	1.5919283797935755	1.5919283797935799	2.79e-15
c0167	posthoc_alto__mezzo_ci_low	-6.939411808943408	-6.9394118089434134	7.68e-16
c0167	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0167	posthoc_alto__mezzo_df	25.836932652512594	25.836932652512594	0.00e+00
c0167	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0167	posthoc_alto__mezzo_p	0.12072603934960424	0.12072603934960449	2.07e-15
c0167	posthoc_alto__mezzo_padj	0.3621781180488127	0.3621781180488135	2.15e-15
c0167	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0167	posthoc_alto__soprano_ci_high	-4.77115313754984	-4.7711531375498373	5.58e-16
c0167	posthoc_alto__soprano_ci_low	-12.710248893774212	-12.710248893774216	2.80e-16
c0167	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0167	posthoc_alto__soprano_df	21.929060728962583	21.929060728962583	0.00e+00
c0167	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0167	posthoc_alto__soprano_p	9.806645664798047e-06	9.8066456647980642e-06	1.73e-15
c0167	posthoc_alto__soprano_padj	2.941993699439414e-05	2.9419936994394194e-05	1.84e-15
c0167	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0167	posthoc_mezzo__soprano_ci_high	-2.888870328906965	-2.888870328906961	1.38e-15
c0167	posthoc_mezzo__soprano_ci_low	-9.245048273267255	-9.2450482732672583	3.84e-16
c0167	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0167	posthoc_mezzo__soprano_df	25.97323279874925	25.973232798749255	1.37e-16
c0167	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0167	posthoc_mezzo__soprano_p	4.559529102934477e-05	4.5595291029344707e-05	1.34e-15
c0167	posthoc_mezzo__soprano_padj	0.0001367858730880343	0.00013678587308803411	1.39e-15
c0167	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0168	k	3	3	0.00e+00
c0168	n	45	45	0.00e+00
c0168	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0168	posthoc_alto__mezzo_df	25.836932652512594	25.836932652512594	0.00e+00
c0168	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0168	posthoc_alto__mezzo_p	0.12072603934960424	0.12072603934960449	2.07e-15
c0168	posthoc_alto__mezzo_padj	0.12072603934960424	0.12072603934960449	2.07e-15
c0168	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0168	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0168	posthoc_alto__soprano_df	21.929060728962583	21.929060728962583	0.00e+00
c0168	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0168	posthoc_alto__soprano_p	9.806645664798047e-06	9.8066456647980642e-06	1.73e-15
c0168	posthoc_alto__soprano_padj	2.941993699439414e-05	2.9419936994394194e-05	1.84e-15
c0168	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0168	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0168	posthoc_mezzo__soprano_df	25.97323279874925	25.973232798749255	1.37e-16
c0168	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0168	posthoc_mezzo__soprano_p	4.559529102934477e-05	4.5595291029344707e-05	1.34e-15
c0168	posthoc_mezzo__soprano_padj	9.119058205868954e-05	9.1190582058689413e-05	1.34e-15
c0168	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0169	k	3	3	0.00e+00
c0169	n	45	45	0.00e+00
c0169	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0169	posthoc_alto__mezzo_df	25.836932652512594	25.836932652512594	0.00e+00
c0169	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0169	posthoc_alto__mezzo_p	0.12072603934960424	0.12072603934960449	2.07e-15
c0169	posthoc_alto__mezzo_padj	0.12072603934960424	0.12072603934960449	2.07e-15
c0169	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0169	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0169	posthoc_alto__soprano_df	21.929060728962583	21.929060728962583	0.00e+00
c0169	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0169	posthoc_alto__soprano_p	9.806645664798047e-06	9.8066456647980642e-06	1.73e-15
c0169	posthoc_alto__soprano_padj	2.941993699439414e-05	2.9419936994394194e-05	1.84e-15
c0169	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0169	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0169	posthoc_mezzo__soprano_df	25.97323279874925	25.973232798749255	1.37e-16
c0169	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0169	posthoc_mezzo__soprano_p	4.559529102934477e-05	4.5595291029344707e-05	1.34e-15
c0169	posthoc_mezzo__soprano_padj	6.839293654401715e-05	6.8392936544017053e-05	1.39e-15
c0169	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0170	k	3	3	0.00e+00
c0170	n	45	45	0.00e+00
c0170	posthoc_alto__mezzo_ci_high	1.5692924100566854	1.5692924100566918	4.10e-15
c0170	posthoc_alto__mezzo_ci_low	-6.916775839206518	-6.9167758392065251	1.03e-15
c0170	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0170	posthoc_alto__mezzo_df	28	28	0.00e+00
c0170	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0170	posthoc_alto__mezzo_p	0.11979211356272457	0.11979211356272496	3.24e-15
c0170	posthoc_alto__mezzo_padj	0.3593763406881737	0.35937634068817487	3.24e-15
c0170	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0170	posthoc_alto__soprano_ci_high	-4.840734458967708	-4.8407344589677024	1.10e-15
c0170	posthoc_alto__soprano_ci_low	-12.640667572356344	-12.64066757235635	4.22e-16
c0170	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0170	posthoc_alto__soprano_df	28	28	0.00e+00
c0170	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0170	posthoc_alto__soprano_p	4.0353608409964154e-06	4.035360840996418e-06	6.30e-16
c0170	posthoc_alto__soprano_padj	1.2106082522989246e-05	1.2106082522989255e-05	7.00e-16
c0170	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0170	posthoc_mezzo__soprano_ci_high	-2.904589874997414	-2.9045898749974097	1.53e-15
c0170	posthoc_mezzo__soprano_ci_low	-9.229328727176805	-9.2293287271768101	5.77e-16
c0170	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0170	posthoc_mezzo__soprano_df	28	28	0.00e+00
c0170	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0170	posthoc_mezzo__soprano_p	3.794414350764252e-05	3.7944143507642484e-05	8.93e-16
c0170	posthoc_mezzo__soprano_padj	0.00011383243052292755	0.00011383243052292745	8.33e-16
c0170	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0171	k	3	3	0.00e+00
c0171	n	45	45	0.00e+00
c0171	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0171	posthoc_alto__mezzo_df	28	28	0.00e+00
c0171	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0171	posthoc_alto__mezzo_p	0.11979211356272457	0.11979211356272496	3.24e-15
c0171	posthoc_alto__mezzo_padj	0.11979211356272457	0.11979211356272496	3.24e-15
c0171	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0171	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0171	posthoc_alto__soprano_df	28	28	0.00e+00
c0171	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0171	posthoc_alto__soprano_p	4.0353608409964154e-06	4.035360840996418e-06	6.30e-16
c0171	posthoc_alto__soprano_padj	1.2106082522989246e-05	1.2106082522989255e-05	7.00e-16
c0171	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0171	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0171	posthoc_mezzo__soprano_df	28	28	0.00e+00
c0171	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0171	posthoc_mezzo__soprano_p	3.794414350764252e-05	3.7944143507642484e-05	8.93e-16
c0171	posthoc_mezzo__soprano_padj	7.588828701528504e-05	7.5888287015284968e-05	8.93e-16
c0171	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0172	k	3	3	0.00e+00
c0172	n	45	45	0.00e+00
c0172	posthoc_alto__mezzo_cohens_d	-0.5859358150444196	-0.58593581504441961	0.00e+00
c0172	posthoc_alto__mezzo_df	28	28	0.00e+00
c0172	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0172	posthoc_alto__mezzo_p	0.11979211356272457	0.11979211356272496	3.24e-15
c0172	posthoc_alto__mezzo_padj	0.11979211356272457	0.11979211356272496	3.24e-15
c0172	posthoc_alto__mezzo_t	-1.6046513157500177	-1.6046513157500175	1.38e-16
c0172	posthoc_alto__soprano_cohens_d	-2.0839749765563775	-2.0839749765563771	2.13e-16
c0172	posthoc_alto__soprano_df	28	28	0.00e+00
c0172	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0172	posthoc_alto__soprano_p	4.0353608409964154e-06	4.035360840996418e-06	6.30e-16
c0172	posthoc_alto__soprano_padj	1.2106082522989246e-05	1.2106082522989255e-05	7.00e-16
c0172	posthoc_alto__soprano_t	-5.707200519681138	-5.7072005196811375	1.56e-16
c0172	posthoc_mezzo__soprano_cohens_d	-1.7838798367260675	-1.7838798367260675	0.00e+00
c0172	posthoc_mezzo__soprano_df	28	28	0.00e+00
c0172	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0172	posthoc_mezzo__soprano_p	3.794414350764252e-05	3.7944143507642484e-05	8.93e-16
c0172	posthoc_mezzo__soprano_padj	5.6916215261463773e-05	5.6916215261463726e-05	8.33e-16
c0172	posthoc_mezzo__soprano_t	-4.885356132267499	-4.885356132267499	0.00e+00
c0173	k	3	3	0.00e+00
c0173	n	45	45	0.00e+00
c0173	posthoc_alto__mezzo_ci_high	1.8072110847671752	1.8072110847671752	0.00e+00
c0173	posthoc_alto__mezzo_ci_low	-7.861025991484524	-7.8610259914845244	0.00e+00
c0173	posthoc_alto__mezzo_diff	-2.906383714648129	-2.9063837146481291	0.00e+00
c0173	posthoc_alto__mezzo_p	0.16068547253720922	0.16068547253720922	0.00e+00
c0173	posthoc_alto__mezzo_padj	0.48205641761162765	0.48205641761162765	0.00e+00
c0173	posthoc_alto__mezzo_rank_biserial	-0.30666666666666664	-0.30666666666666664	0.00e+00
c0173	posthoc_alto__mezzo_u	78	78	0.00e+00
c0173	posthoc_alto__soprano_ci_high	-4.102188605132383	-4.1021886051323833	0.00e+00
c0173	posthoc_alto__soprano_ci_low	-13.004944793208296	-13.004944793208296	0.00e+00
c0173	posthoc_alto__soprano_diff	-8.933763658652666	-8.9337636586526656	0.00e+00
c0173	posthoc_alto__soprano_p	8.819119851838787e-06	8.8191198518387855e-06	1.92e-16
c0173	posthoc_alto__soprano_padj	2.6457359555516363e-05	2.6457359555516356e-05	2.56e-16
c0173	posthoc_alto__soprano_rank_biserial	-0.8666666666666667	-0.8666666666666667	0.00e+00
c0173	posthoc_alto__soprano_u	15	15	0.00e+00
c0173	posthoc_mezzo__soprano_ci_high	-2.397453815657002	-2.397453815657002	0.00e+00
c0173	posthoc_mezzo__soprano_ci_low	-8.907664475835816	-8.9076644758358157	0.00e+00
c0173	posthoc_mezzo__soprano_diff	-5.366045374070282	-5.366045374070282	0.00e+00
c0173	posthoc_mezzo__soprano_p	1.1771719919194169e-05	1.1771719919194169e-05	0.00e+00
c0173	posthoc_mezzo__soprano_padj	3.5315159757582505e-05	3.5315159757582505e-05	0.00e+00
c0173	posthoc_mezzo__soprano_rank_biserial	-0.8577777777777778	-0.85777777777777775	0.00e+00
c0173	posthoc_mezzo__soprano_u	16	16	0.00e+00
c0174	k	3	3	0.00e+00
c0174	n	45	45	0.00e+00
c0174	posthoc_alto__mezzo_diff	-2.906383714648129	-2.9063837146481291	0.00e+00
c0174	posthoc_alto__mezzo_p	0.16068547253720922	0.16068547253720922	0.00e+00
c0174	posthoc_alto__mezzo_padj	0.16068547253720922	0.16068547253720922	0.00e+00
c0174	posthoc_alto__mezzo_rank_biserial	-0.30666666666666664	-0.30666666666666664	0.00e+00
c0174	posthoc_alto__mezzo_u	78	78	0.00e+00
c0174	posthoc_alto__soprano_diff	-8.933763658652666	-8.9337636586526656	0.00e+00
c0174	posthoc_alto__soprano_p	8.819119851838787e-06	8.8191198518387855e-06	1.92e-16
c0174	posthoc_alto__soprano_padj	2.6457359555516363e-05	2.6457359555516356e-05	2.56e-16
c0174	posthoc_alto__soprano_rank_biserial	-0.8666666666666667	-0.8666666666666667	0.00e+00
c0174	posthoc_alto__soprano_u	15	15	0.00e+00
c0174	posthoc_mezzo__soprano_diff	-5.366045374070282	-5.366045374070282	0.00e+00
c0174	posthoc_mezzo__soprano_p	1.1771719919194169e-05	1.1771719919194169e-05	0.00e+00
c0174	posthoc_mezzo__soprano_padj	2.6457359555516363e-05	2.6457359555516356e-05	2.56e-16
c0174	posthoc_mezzo__soprano_rank_biserial	-0.8577777777777778	-0.85777777777777775	0.00e+00
c0174	posthoc_mezzo__soprano_u	16	16	0.00e+00
c0175	k	3	3	0.00e+00
c0175	n	45	45	0.00e+00
c0175	posthoc_alto__mezzo_diff	-2.906383714648129	-2.9063837146481291	0.00e+00
c0175	posthoc_alto__mezzo_p	0.16068547253720922	0.16068547253720922	0.00e+00
c0175	posthoc_alto__mezzo_padj	0.16068547253720922	0.16068547253720922	0.00e+00
c0175	posthoc_alto__mezzo_rank_biserial	-0.30666666666666664	-0.30666666666666664	0.00e+00
c0175	posthoc_alto__mezzo_u	78	78	0.00e+00
c0175	posthoc_alto__soprano_diff	-8.933763658652666	-8.9337636586526656	0.00e+00
c0175	posthoc_alto__soprano_p	8.819119851838787e-06	8.8191198518387855e-06	1.92e-16
c0175	posthoc_alto__soprano_padj	1.7657579878791253e-05	1.7657579878791253e-05	0.00e+00
c0175	posthoc_alto__soprano_rank_biserial	-0.8666666666666667	-0.8666666666666667	0.00e+00
c0175	posthoc_alto__soprano_u	15	15	0.00e+00
c0175	posthoc_mezzo__soprano_diff	-5.366045374070282	-5.366045374070282	0.00e+00
c0175	posthoc_mezzo__soprano_p	1.1771719919194169e-05	1.1771719919194169e-05	0.00e+00
c0175	posthoc_mezzo__soprano_padj	1.7657579878791253e-05	1.7657579878791253e-05	0.00e+00
c0175	posthoc_mezzo__soprano_rank_biserial	-0.8577777777777778	-0.85777777777777775	0.00e+00
c0175	posthoc_mezzo__soprano_u	16	16	0.00e+00
c0176	k	3	3	0.00e+00
c0176	n	45	45	0.00e+00
c0176	posthoc_alto__mezzo_ci_high	1.108516555662606	1.1085165556626033	2.40e-15
c0176	posthoc_alto__mezzo_ci_low	-6.455999984812438	-6.4559999848124363	2.75e-16
c0176	posthoc_alto__mezzo_diff	-2.6737417145749163	-2.6737417145749163	0.00e+00
c0176	posthoc_alto__mezzo_f	1.6091059090878976	1.6091059090878987	6.90e-16
c0176	posthoc_alto__mezzo_padj	0.2121553735843471	0.21215537358434722	5.23e-16
c0176	posthoc_alto__soprano_ci_high	-4.958442745424504	-4.9584427454245059	3.58e-16
c0176	posthoc_alto__soprano_ci_low	-12.522959285899548	-12.522959285899546	1.42e-16
c0176	posthoc_alto__soprano_diff	-8.740701015662026	-8.740701015662026	0.00e+00
c0176	posthoc_alto__soprano_f	17.19642841458565	17.196428414585661	6.20e-16
c0176	posthoc_alto__soprano_padj	3.5004777216961736e-06	3.5004777216961465e-06	7.74e-15
c0176	posthoc_mezzo__soprano_ci_high	-2.2847010308495874	-2.2847010308495901	1.17e-15
c0176	posthoc_mezzo__soprano_ci_low	-9.849217571324631	-9.8492175713246297	1.80e-16
c0176	posthoc_mezzo__soprano_diff	-6.06695930108711	-6.0669593010871097	0.00e+00
c0176	posthoc_mezzo__soprano_f	8.284911798914512	8.284911798914516	4.29e-16
c0176	posthoc_mezzo__soprano_padj	0.0009270066767263067	0.00092700667672630278	4.21e-15
c0177	k	3	3	0.00e+00
c0177	n	45	45	0.00e+00
c0177	posthoc_mezzo__alto_ci_high	1.079554792678862	1.0795547926788629	8.23e-16
c0177	posthoc_mezzo__alto_ci_low	-0.2174853843279766	-0.21748538432797726	3.06e-15
c0177	posthoc_mezzo__alto_cohens_d	0.6333530468010096	0.63335304680100957	0.00e+00
c0177	posthoc_mezzo__alto_df	20.24839592226488	20.24839592226488	0.00e+00
c0177	posthoc_mezzo__alto_diff	0.43103470417544276	0.43103470417544276	0.00e+00
c0177	posthoc_mezzo__alto_p	0.09802660636810974	0.098026606368109573	1.70e-15
c0177	posthoc_mezzo__alto_padj	0.29407981910432923	0.29407981910432873	1.70e-15
c0177	posthoc_mezzo__alto_t	1.7345087529876906	1.7345087529876906	0.00e+00
c0177	posthoc_soprano__alto_ci_high	1.1501174986868252	1.1501174986868257	3.86e-16
c0177	posthoc_soprano__alto_ci_low	0.1202142528172574	0.12021425281725689	4.16e-15
c0177	posthoc_soprano__alto_cohens_d	1.1593536170403687	1.1593536170403687	0.00e+00
c0177	posthoc_soprano__alto_df	23.942494338470148	23.942494338470151	1.48e-16
c0177	posthoc_soprano__alto_diff	0.6351658757520413	0.63516587575204131	0.00e+00
c0177	posthoc_soprano__alto_p	0.004087695039543535	0.0040876950395435331	4.24e-16
c0177	posthoc_soprano__alto_padj	0.012263085118630605	0.012263085118630598	5.66e-16
c0177	posthoc_soprano__alto_t	3.1750206408910784	3.1750206408910784	0.00e+00
c0177	posthoc_soprano__mezzo_ci_high	0.9198696044165215	0.91986960441652244	9.66e-16
c0177	posthoc_soprano__mezzo_ci_low	-0.5116072612633245	-0.51160726126332523	1.52e-15
c0177	posthoc_soprano__mezzo_cohens_d	0.266496933006928	0.26649693300692806	2.08e-16
c0177	posthoc_soprano__mezzo_df	25.99358523541743	25.993585235417431	0.00e+00
c0177	posthoc_soprano__mezzo_diff	0.20413117157659855	0.20413117157659855	0.00e+00
c0177	posthoc_soprano__mezzo_p	0.47201938223798734	0.47201938223798756	4.70e-16
c0177	posthoc_soprano__mezzo_padj	1	1	0.00e+00
c0177	posthoc_soprano__mezzo_t	0.7298319085691878	0.72983190856918778	0.00e+00
c0178	k	3	3	0.00e+00
c0178	n	45	45	0.00e+00
c0178	posthoc_mezzo__alto_cohens_d	0.6333530468010096	0.63335304680100957	0.00e+00
c0178	posthoc_mezzo__alto_df	20.24839592226488	20.24839592226488	0.00e+00
c0178	posthoc_mezzo__alto_diff	0.43103470417544276	0.43103470417544276	0.00e+00
c0178	posthoc_mezzo__alto_p	0.09802660636810974	0.098026606368109573	1.70e-15
c0178	posthoc_mezzo__alto_padj	0.19605321273621948	0.19605321273621915	1.70e-15
c0178	posthoc_mezzo__alto_t	1.7345087529876906	1.7345087529876906	0.00e+00
c0178	posthoc_soprano__alto_cohens_d	1.1593536170403687	1.1593536170403687	0.00e+00
c0178	posthoc_soprano__alto_df	23.942494338470148	23.942494338470151	1.48e-16
c0178	posthoc_soprano__alto_diff	0.6351658757520413	0.63516587575204131	0.00e+00
c0178	posthoc_soprano__alto_p	0.004087695039543535	0.0040876950395435331	4.24e-16
c0178	posthoc_soprano__alto_padj	0.012263085118630605	0.012263085118630598	5.66e-16
c0178	posthoc_soprano__alto_t	3.1750206408910784	3.1750206408910784	0.00e+00
c0178	posthoc_soprano__mezzo_cohens_d	0.266496933006928	0.26649693300692806	2.08e-16
c0178	posthoc_soprano__mezzo_df	25.99358523541743	25.993585235417431	0.00e+00
c0178	posthoc_soprano__mezzo_diff	0.20413117157659855	0.20413117157659855	0.00e+00
c0178	posthoc_soprano__mezzo_p	0.47201938223798734	0.47201938223798756	4.70e-16
c0178	posthoc_soprano__mezzo_padj	0.47201938223798734	0.47201938223798756	4.70e-16
c0178	posthoc_soprano__mezzo_t	0.7298319085691878	0.72983190856918778	0.00e+00
c0179	k	3	3	0.00e+00
c0179	n	45	45	0.00e+00
c0179	posthoc_mezzo__alto_cohens_d	0.6333530468010096	0.63335304680100957	0.00e+00
c0179	posthoc_mezzo__alto_df	20.24839592226488	20.24839592226488	0.00e+00
c0179	posthoc_mezzo__alto_diff	0.43103470417544276	0.43103470417544276	0.00e+00
c0179	posthoc_mezzo__alto_p	0.09802660636810974	0.098026606368109573	1.70e-15
c0179	posthoc_mezzo__alto_padj	0.14703990955216462	0.14703990955216437	1.70e-15
c0179	posthoc_mezzo__alto_t	1.7345087529876906	1.7345087529876906	0.00e+00
c0179	posthoc_soprano__alto_cohens_d	1.1593536170403687	1.1593536170403687	0.00e+00
c0179	posthoc_soprano__alto_df	23.942494338470148	23.942494338470151	1.48e-16
c0179	posthoc_soprano__alto_diff	0.6351658757520413	0.63516587575204131	0.00e+00
c0179	posthoc_soprano__alto_p	0.004087695039543535	0.0040876950395435331	4.24e-16
c0179	posthoc_soprano__alto_padj	0.012263085118630605	0.012263085118630598	5.66e-16
c0179	posthoc_soprano__alto_t	3.1750206408910784	3.1750206408910784	0.00e+00
c0179	posthoc_soprano__mezzo_cohens_d	0.266496933006928	0.26649693300692806	2.08e-16
c0179	posthoc_soprano__mezzo_df	25.99358523541743	25.993585235417431	0.00e+00
c0179	posthoc_soprano__mezzo_diff	0.20413117157659855	0.20413117157659855	0.00e+00
c0179	posthoc_soprano__mezzo_p	0.47201938223798734	0.47201938223798756	4.70e-16
c0179	posthoc_soprano__mezzo_padj	0.4720193822379873	0.47201938223798756	5.88e-16
c0179	posthoc_soprano__mezzo_t	0.7298319085691878	0.72983190856918778	0.00e+00
c0180	k	3	3	0.00e+00
c0180	n	45	45	0.00e+00
c0180	posthoc_mezzo__alto_ci_high	1.063844934797555	1.0638449347975558	8.35e-16
c0180	posthoc_mezzo__alto_ci_low	-0.2017755264466694	-0.20177552644667024	4.13e-15
c0180	posthoc_mezzo__alto_cohens_d	0.6333530468010096	0.63335304680100957	0.00e+00
c0180	posthoc_mezzo__alto_df	28	28	0.00e+00
c0180	posthoc_mezzo__alto_diff	0.43103470417544276	0.43103470417544276	0.00e+00
c0180	posthoc_mezzo__alto_p	0.09382572474108868	0.093825724741088648	2.96e-16
c0180	posthoc_mezzo__alto_padj	0.281477174223266	0.28147717422326596	1.97e-16
c0180	posthoc_mezzo__alto_t	1.7345087529876906	1.7345087529876906	0.00e+00
c0180	posthoc_soprano__alto_ci_high	1.1445886468888955	1.1445886468888964	7.76e-16
c0180	posthoc_soprano__alto_ci_low	0.125743104615187	0.12574310461518629	5.74e-15
c0180	posthoc_soprano__alto_cohens_d	1.1593536170403687	1.1593536170403687	0.00e+00
c0180	posthoc_soprano__alto_df	28	28	0.00e+00
c0180	posthoc_soprano__alto_diff	0.6351658757520413	0.63516587575204131	0.00e+00
c0180	posthoc_soprano__alto_p	0.0036270190088237447	0.0036270190088237247	5.50e-15
c0180	posthoc_soprano__alto_padj	0.010881057026471234	0.010881057026471174	5.58e-15
c0180	posthoc_soprano__alto_t	3.1750206408910784	3.1750206408910784	0.00e+00
c0180	posthoc_soprano__mezzo_ci_high	0.9163676786434223	0.91636767864342328	1.09e-15
c0180	posthoc_soprano__mezzo_ci_low	-0.5081053354902252	-0.50810533549022618	1.97e-15
c0180	posthoc_soprano__mezzo_cohens_d	0.266496933006928	0.26649693300692806	2.08e-16
c0180	posthoc_soprano__mezzo_df	28	28	0.00e+00
c0180	posthoc_soprano__mezzo_diff	0.20413117157659855	0.20413117157659855	0.00e+00
c0180	posthoc_soprano__mezzo_p	0.4715551179750763	0.47155511797507677	9.42e-16
c0180	posthoc_soprano__mezzo_padj	1	1	0.00e+00
c0180	posthoc_soprano__mezzo_t	0.7298319085691878	0.72983190856918778	0.00e+00
c0181	k	3	3	0.00e+00
c0181	n	45	45	0.00e+00
c0181	posthoc_mezzo__alto_cohens_d	0.6333530468010096	0.63335304680100957	0.00e+00
c0181	posthoc_mezzo__alto_df	28	28	0.00e+00
c0181	posthoc_mezzo__alto_diff	0.43103470417544276	0.43103470417544276	0.00e+00
c0181	posthoc_mezzo__alto_p	0.09382572474108868	0.093825724741088648	2.96e-16
c0181	posthoc_mezzo__alto_padj	0.18765144948217735	0.1876514494821773	2.96e-16
c0181	posthoc_mezzo__alto_t	1.7345087529876906	1.7345087529876906	0.00e+00
c0181	posthoc_soprano__alto_cohens_d	1.1593536170403687	1.1593536170403687	0.00e+00
c0181	posthoc_soprano__alto_df	28	28	0.00e+00
c0181	posthoc_soprano__alto_diff	0.6351658757520413	0.63516587575204131	0.00e+00
c0181	posthoc_soprano__alto_p	0.0036270190088237447	0.0036270190088237247	5.50e-15
c0181	posthoc_soprano__alto_padj	0.010881057026471234	0.010881057026471174	5.58e-15
c0181	posthoc_soprano__alto_t	3.1750206408910784	3.1750206408910784	0.00e+00
